ID	DOCULECT	CONCEPT	SPANISH	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	NOTES
4523	Shipibo_Konibo	dry [adj./v.]	seco	mɨtʃama	mɨtʃama	m ɨ tʃ a m a		182		
4524	Kapanawa	dry [adj./v.]	seco	putuni	putuni	p u t u + n i	dust _ni	163		
4525	Kapanawa	dry [adj./v.]	seco	tʃuʃi	tʃuʃi	tʃ u ʃ i		285		
4526	Arara	dry [adj./v.]	seco	ʃaka	ʃaka	ʃ a k a		286		
4527	Shanenawa	dry [adj./v.]	seco	mɨtu	mɨtu	m ɨ t u		284		
4528	Yawanawa	dry [adj./v.]	seco	ʂaka	ʂaka	ʂ a k a		286		
4529	Poyanawa	dry [adj./v.]	seco	basku	basku	b a s k u		288		
4530	Chakobo	dry [adj./v.]	seco	ʃina	ʃina	ʃ i n a		181		
4531	Chakobo	dry [adj./v.]	seco	hanu	hanu	h a n u		293		
4532	Kakataibo	dry [adj./v.]	seco	ɨski	ɨski	ɨ s k i		185		
4533	Kaxarari	dry [adj./v.]	seco	pu	pu	p u		163		
4534	Mastanawa	dry [adj./v.]	seco	bɨtu	bɨtu	b ɨ t u		284		
4535	Mastanawa	dry [adj./v.]	seco	ʃina	ʃina	ʃ i n a		181		
4536	Chaninawa	dry [adj./v.]	seco	bɨtu	bɨtu	b ɨ t u		284		
4537	Sharanawa	dry [adj./v.]	seco	bɨtu	bɨtu	b ɨ t u		284		
4538	Amawaka	dry [adj./v.]	seco	mɨtu	mɨtu	m ɨ t u		284		
4539	Nawa	dry [adj./v.]	seco	bɨtu	bɨtu	b ɨ t u		284		
4540	Marinawa	dry [adj./v.]	seco	bɨtu	bɨtu	b ɨ t u		284		
4541	Yaminawa	dry [adj./v.]	seco	bɨtu	bɨtu	b ɨ t u		284		
4542	Kashinawa_P	dry [adj./v.]	seco	mɨtu	mɨtu	m ɨ t u		284		
4543	Kashinawa_B	dry [adj./v.]	seco	mɨtu	mɨtu	m ɨ t u		284		
4544	Araona	dry [adj./v.]	seco	azaja	azaja	a z a j a		294		
4545	Araona	dry [adj./v.]	seco	kuibi	kuibi	k u i b i		292		
4546	Tacana	dry [adj./v.]	seco	esara	esara	e s a r a		291		
4547	Cavinena	dry [adj./v.]	seco	urada	urada	u r a d a		287		
4548	Cavinena	dry [adj./v.]	seco	eura	eura	e u r a		287		
4549	Ese_ejja	dry [adj./v.]	seco	jocanaje	jocanaje	j o c a n a j e		295		
4550	Matses	here	aqui aca	nɨ	nɨ	n ɨ	here	577		
4551	Matis	here	aqui aca	nɨ	nɨ	n ɨ	here	577		
4552	Marubo	here	aqui aca	nɨnu	nɨnu	n ɨ n u		577		
4553	Katukina	here	aqui aca	nenu	nenu	n e n u		577		
4554	Katukina	here	aqui aca	ninu	ninu	n i n u		577		
4555	Shipibo_Konibo	here	aqui aca	nɨ	nɨ	n ɨ		577		
4556	Kapanawa	here	aqui aca	nɨnu	nɨnu	n ɨ n u		577		
4557	Kapanawa	here	aqui aca	nɨaβi	nɨaβi	n ɨ a + β i	here _bi	577		
4558	Arara	here	aqui aca	nandu	nandu	n a n d u		577		
4559	Shanenawa	here	aqui aca	nɨnu	nɨnu	n ɨ n u		577		
4560	Yawanawa	here	aqui aca	nɨnu	nɨnu	n ɨ n u		577		
4561	Poyanawa	here	aqui aca	nĩdu	nĩdu	n ĩ d u		577		
4562	Iskonawa	here	aqui aca	ninu	ninu	n i n u		577		
4563	Chakobo	here	aqui aca	nëa	nëa	n ə a		577		
4564	Chakobo	here	aqui aca	nëbi	nëbi	n ə b i		577		
4565	Chakobo	here	aqui aca	nëri	nëri	n ə r i		577		
4566	Kakataibo	here	aqui aca	ɨnu	ɨnu	ɨ n u		577		
4567	Mastanawa	here	aqui aca	dɨdu	dɨdu	d ɨ d u		577		
4568	Chaninawa	here	aqui aca	tɨdu	tɨdu	t ɨ d u		577		
4569	Sharanawa	here	aqui aca	dɨdu	dɨdu	d ɨ d u		577		
4570	Amawaka	here	aqui aca	nɨndu	nɨndu	n ɨ n d u		577		
4571	Nawa	here	aqui aca	dɨdu	dɨdu	d ɨ d u		577		
4572	Marinawa	here	aqui aca	dɨndu	dɨndu	d ɨ n d u		577		
4573	Yaminawa	here	aqui aca	dɨdu	dɨdu	d ɨ d u		577		
4574	Kashinawa_P	here	aqui aca	nɨnu	nɨnu	n ɨ n u		577		
4575	Araona	here	aqui aca	dyo	dyo	d j o		578		
4576	Araona	here	aqui aca	jidyo	jidyo	j i d j o		578		
4577	Araona	here	aqui aca	owe	owe	o w e		507		
4578	Tacana	here	aqui aca	bue	bue	b u e		507		
4579	Tacana	here	aqui aca	upia	upia	u p i a		580		
4580	Cavinena	here	aqui aca	rehua	rehua	r e h u a		584		
4581	Cavinena	here	aqui aca	requeja	requeja	r e q u e j a		581		
4582	Ese_ejja	here	aqui aca	jiquiojo	jiquiojo	j i q u i o j o		583		
4583	Matses	near	cerca	nɨβi	nɨβi	n ɨ β i	here _bi	792		
4584	Matis	near	cerca	nɨ	nɨ	n ɨ	here	792		
4585	Marubo	near	cerca	urama	urama	u r a + m a	far _ma	790		
4586	Katukina	near	cerca	rami	rami	r a m i		1579		
4587	Katukina	near	cerca	tuke-ma	tukema	t u k e m a		1577		
4588	Shipibo_Konibo	near	cerca	utʃu-ma	utʃuma	u tʃ u + m a	far _ma	1578		
4589	Kapanawa	near	cerca	utʃuma	utʃuma	u tʃ u + m a	far _not	1578		
4590	Kapanawa	near	cerca	pataʂ	pataʂ	p a t a ʂ		800		
4591	Arara	near	cerca	tʃaimba	tʃaimba	tʃ a i m b a		796		
4592	Shanenawa	near	cerca	tʃjama	tʃjama	tʃ j a m a		796		
4593	Yawanawa	near	cerca	tʃaima	tʃaima	tʃ a i m a		796		
4594	Iskonawa	near	cerca	ninuhuku	ninuhuku	n i n u h u k u		795		
4595	Chakobo	near	cerca	βasima	βasima	β a s i m a		791		
4596	Chakobo	near	cerca	βika	βika	β i k a		799		
4597	Kakataibo	near	cerca	urama	urama	u r a m a		790		
4598	Kaxarari	near	cerca	utʂama	utʂama	u ʈʂ a m a		1578		
4599	Mastanawa	near	cerca	ʧaj baʂta	ʧaj baʂta	tʃ a j # b a ʂ t a		796		
4600	Chaninawa	near	cerca	t͡ʃajba	t͡ʃajba	tʃ a j b a		796		
4601	Sharanawa	near	cerca	t͡ʃai baʃta	t͡ʃai baʃta	tʃ a i # b a ʃ t a		796		
4602	Amawaka	near	cerca	uɾama	uɾama	u ɾ a m a		790		
4603	Nawa	near	cerca	ʧajba	ʧajba	tʃ a j b a		796		
4604	Marinawa	near	cerca	ʧaj baʂta	ʧaj baʂta	tʃ a j # b a ʂ t a		796		
4605	Yaminawa	near	cerca	ʧajba	ʧajba	tʃ a j b a		796		
4606	Kashinawa_P	near	cerca	ʧajma	ʧajma	tʃ a j m a		796		
4607	Kashinawa_B	near	cerca	tʃajma	tʃajma	tʃ a j m a		796		
4608	Araona	near	cerca	jakuepati	jakuepati	j a k u e p a t i		793		
4609	Araona	near	cerca	tsawa	tsawa	ts a w a		798		
4610	Tacana	near	cerca	nari	nari	n a r i		797		
4611	Cavinena	near	cerca	japa-dama	japadama	j a p a d a m a		801		
4612	Ese_ejja	near	cerca	queachipi	queachipi	q u e a tʃ i p i		794		
4613	Matses	far	lejos	u	u	u	far	349		
4614	Matis	far	lejos	mɨduk	mɨduk	m ɨ d u k		350		
4615	Marubo	far	lejos	ura	ura	u r a	far	345		
4616	Katukina	far	lejos	tuke	tuke	t u k e		352		
4617	Shipibo_Konibo	far	lejos	utʃu	utʃu	u tʃ u	far	343		
4618	Kapanawa	far	lejos	nɨnoma	nɨnoma	n ɨ n o m a		354		
4619	Kapanawa	far	lejos	utʃu	utʃu	u tʃ u	far	343		
4620	Arara	far	lejos	tʃai	tʃai	tʃ a i		342		
4621	Shanenawa	far	lejos	tʃaj	tʃaj	tʃ a dʒ		342		
4622	Yawanawa	far	lejos	tʃai	tʃai	tʃ a i		342		
4623	Iskonawa	far	lejos	ʧituma	ʧituma	tʃ i t u m a		347		
4624	Chakobo	far	lejos	βasi	βasi	β a s i		356		
4625	Chakobo	far	lejos	nɨama	nɨama	n ɨ a m a		344		
4626	Pakawara	far	lejos	nɨama	nɨama	n ɨ a m a		344		
4627	Kakataibo	far	lejos	ura	ura	u r a		345		
4628	Kaxarari	far	lejos	wautʃi	wautʃi	w a u tʃ i		351		
4629	Mastanawa	far	lejos	ʧaj	ʧaj	tʃ a dʒ		342		
4630	Chaninawa	far	lejos	t͡ʃai	t͡ʃai	tʃ a i		342		
4631	Sharanawa	far	lejos	t͡ʃai	t͡ʃai	tʃ a i		342		
4632	Amawaka	far	lejos	t͡ʃai	t͡ʃai	tʃ a i		342		
4633	Nawa	far	lejos	ʧaj	ʧaj	tʃ a dʒ		342		
4634	Marinawa	far	lejos	ʧaj	ʧaj	tʃ a dʒ		342		
4635	Yaminawa	far	lejos	ʧaj	ʧaj	tʃ a dʒ		342		
4636	Kashinawa_P	far	lejos	ʧaj	ʧaj	tʃ a dʒ		342		
4637	Kashinawa_B	far	lejos	tʃaj	tʃaj	tʃ a dʒ		353		
4638	Araona	far	lejos	aokue	aokue	a o k u e		271		
4639	Tacana	far	lejos	uqueda	uqueda	u q u e d a		346		
4640	Cavinena	far	lejos	japada	japada	j a p a d a		348		
4641	Ese_ejja	far	lejos	queahuesha	queahuesha	q u e a h u e ʃ a		355		
4642	Matses	big	grande	nua	nua	n u a	big	66		
4643	Matis	big	grande	noa	noa	n o a	big	66		
4644	Marubo	big	grande	ani	ani	a n i	big	64		
4645	Katukina	big	grande	ani-pa	anipa	a n i p a		64		
4646	Shipibo_Konibo	big	grande	ani	ani	a n i	big	64		
4647	Kapanawa	big	grande	ani	ani	a n i		64		
4648	Arara	big	grande	iwapa	iwapa	i w a p a		63		
4649	Shanenawa	big	grande	ɨwapa	ɨwapa	ɨ w a p a		63		
4650	Yawanawa	big	grande	iwapa	iwapa	i w a p a		63		
4651	Nukini	big	grande	rɨpa	rɨpa	r ɨ p a		1555		
4652	Poyanawa	big	grande	hukumba	hukumba	h u k u m b a		70		
4653	Iskonawa	big	grande	mihira	mihira	m i h i r a		73		
4654	Chakobo	big	grande	tʃa?ita	tʃaʔita	tʃ a ʔ i t a		67		
4655	Kakataibo	big	grande	tʃa	tʃa	tʃ a		72		
4656	Kaxarari	big	grande	laki	laki	l a k i		71		
4657	Mastanawa	big	grande	ɨwapa	ɨwapa	ɨ w a p a		63		
4658	Chaninawa	big	grande	iwapa	iwapa	i w a p a		63		
4659	Sharanawa	big	grande	ɨwapa	ɨwapa	ɨ w a p a		63		
4660	Amawaka	big	grande	tuʔa	tuʔa	t u ʔ a		67		
4661	Nawa	big	grande	ɨwapa	ɨwapa	ɨ w a p a		63		
4662	Marinawa	big	grande	ɨwapa	ɨwapa	ɨ w a p a		63		
4663	Yaminawa	big	grande	ɨwapa	ɨwapa	ɨ w a p a		63		
4664	Kashinawa_P	big	grande	ɨwapa	ɨwapa	ɨ w a p a		63		
4665	Kashinawa_B	big	grande	iwapa	iwapa	i w a p a		63		
4666	Araona	big	grande	ajalili	ajalili	a j a l i l i		65		
4667	Araona	big	grande	iyo	iyo	i j o		69		
4668	Araona	big	grande	kuichakata	kuichakata	k u i tʃ a k a t a		68		
4669	Tacana	big	grande	aida	aida	a i d a		65		
4670	Cavinena	big	grande	ebari	ebari	e b a r i		75		
4671	Cavinena	big	grande	arida	arida	a r i d a		65		
4672	Ese_ejja	big	grande	queaquemo	queaquemo	q u e a q u e m o		74		
4673	Matses	wide	ancho	nua	nua	n u a	big	1452		
4674	Matis	wide	ancho	noa	noa	n o a	big	1452		
4675	Marubo	wide	ancho	ani	ani	a n i	big	1451		
4676	Shipibo_Konibo	wide	ancho	ani	ani	a n i	big	1451		
4677	Shipibo_Konibo	wide	ancho	naʂβa	naʂβa	n a ʂ β a		1449		
4678	Kapanawa	wide	ancho	pɨʂtin	pɨʂtin	p ɨ ʂ t i n		1459		
4679	Kapanawa	wide	ancho	naʂβa	naʂβa	n a ʂ β a	wide	1449		
4680	Iskonawa	wide	ancho	nahβa	nahβa	n a h β a		1449		
4681	Chakobo	wide	ancho	tʃa?ita	tʃaʔita	tʃ a ʔ i t a		1454		
4682	Mastanawa	wide	ancho	pɨta	pɨta	p ɨ t a		1450		
4683	Chaninawa	wide	ancho	pɨta	pɨta	p ɨ t a		1450		
4684	Sharanawa	wide	ancho	aʂɸa	aʂɸa	a ʂ ɸ a		1449		
4685	Amawaka	wide	ancho	tuʔa	tuʔa	t u ʔ a		1454		
4686	Nawa	wide	ancho	ɨwapa	ɨwapa	ɨ w a p a		1453		
4687	Nawa	wide	ancho	aʂpa	aʂpa	a ʂ p a		1449		
4688	Marinawa	wide	ancho	aʂɸa	aʂɸa	a ʂ ɸ a		1449		
4689	Yaminawa	wide	ancho	pɨta	pɨta	p ɨ t a		1450		
4690	Kashinawa_P	wide	ancho	ɨwapa	ɨwapa	ɨ w a p a		1453		
4691	Tacana	wide	ancho	pa	pa	p a		1457		
4692	Tacana	wide	ancho	aida	aida	a i d a		1456		
4693	Cavinena	wide	ancho	quinida	quinida	q u i n i d a		1458		
4694	Ese_ejja	wide	ancho	queaquemo	queaquemo	q u e a q u e m o		1455		
4695	Matses	thick	grueso	nua	nua	n u a	big	1268		
4696	Matis	thick	grueso	noa	noa	n o a	big	1268		
4697	Marubo	thick	grueso	ani	ani	a n i	big	1274		
4698	Shipibo_Konibo	thick	grueso	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266		
4699	Kapanawa	thick	grueso	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266		
4700	Arara	thick	grueso	iwapa ʃandi	iwapa ʃandi	i w a p a # ʃ a n d i		1276		
4701	Shanenawa	thick	grueso	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266		
4702	Yawanawa	thick	grueso	ɨwapa	ɨwapa	ɨ w a p a		1267		
4703	Poyanawa	thick	grueso	hukumba	hukumba	h u k u m b a		1273		
4704	Chakobo	thick	grueso	uti	uti	u t i		1260		
4705	Kakataibo	thick	grueso	kɨʃto	kɨʃto	k ɨ ʃ t o		1266		
4706	Kaxarari	thick	grueso	lakĩ	lakĩ	l a k ĩ		1275		
4707	Mastanawa	thick	grueso	ɨwapa	ɨwapa	ɨ w a p a		1267		
4708	Chaninawa	thick	grueso	iwapa	iwapa	i w a p a		1267		
4709	Sharanawa	thick	grueso	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266		
4710	Amawaka	thick	grueso	kɨçtu	kɨçtu	k ɨ ç t u		1266		
4711	Nawa	thick	grueso	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266		
4712	Marinawa	thick	grueso	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266		
4713	Yaminawa	thick	grueso	ɨwapa	ɨwapa	ɨ w a p a		1267		
4714	Kashinawa_P	thick	grueso	kɨʂtu	kɨʂtu	k ɨ ʂ t u		1266		
4715	Kashinawa_B	thick	grueso	iwapaʂani	iwapaʂani	i w a p a ʂ a n i		1267		
4716	Araona	thick	grueso	apamotiji	apamotiji	a p a m o t i j i		1272		
4717	Tacana	thick	grueso	adha	adha	a d́ʱ a		1269		
4718	Cavinena	thick	grueso	emisicuina	emisicuina	e m i s i c u i n a		1270		
4719	Cavinena	thick	grueso	misida	misida	m i s i d a		1270		
4720	Ese_ejja	thick	grueso	queamo	queamo	q u e a m o		1271		
4721	Matses	small	pequeño	pistsɨk	pistsɨk	p i s + ts ɨ k	small _tsik	1075		
4722	Matis	small	pequeño	papitsɨk	papitsɨk	p a p i + ts ɨ k	small _tsik	1075		
4723	Marubo	small	pequeño	iʃtuʃta	iʃtuʃta	i ʃ t u ʃ + t a	thin _ta	1077		
4724	Marubo	small	pequeño	anima	anima	a n i + m a	small _ma	1066		
4725	Katukina	small	pequeño	pixtxa	pixtxa	p i x t x a		1075		
4726	Shipibo_Konibo	small	pequeño	maʂku	maʂku	m a ʂ + k u	small	1082		
4727	Kapanawa	small	pequeño	piʃka	piʃka	p i ʃ k a		1075		
4728	Kapanawa	small	pequeño	hanima	hanima	h a n i + m a	big _not	1060		
4729	Arara	small	pequeño	iwapamba	iwapamba	i w a p a m b a		1076		
4730	Shanenawa	small	pequeño	ɨwapama	ɨwapama	ɨ w a p a m a		1076		
4731	Yawanawa	small	pequeño	iwapama	iwapama	i w a p a m a		1076		
4732	Nukini	small	pequeño	piʃta	piʃta	p i ʃ t a		1075		
4733	Chakobo	small	pequeño	miʃni	miʃni	m i ʃ n i		1079		
4734	Chakobo	small	pequeño	pistia	pistia	p i s t i a		1075		
4735	Pakawara	small	pequeño	miʃni	miʃni	m i ʃ n i		1079		
4736	Kakataibo	small	pequeño	tʃukuma	tʃukuma	tʃ u k u m a		1059		
4737	Kaxarari	small	pequeño	lakima	lakima	l a k i m a		1061		
4738	Mastanawa	small	pequeño	ʧuʧuʂta	ʧuʧuʂta	tʃ u tʃ u ʂ t a		1078		
4739	Chaninawa	small	pequeño	t͡ʃut͡ʃuʃta	t͡ʃut͡ʃuʃta	tʃ u tʃ u ʃ t a		1078		
4740	Sharanawa	small	pequeño	ɨwapaba	ɨwapaba	ɨ w a p a b a		1076		
4741	Amawaka	small	pequeño	piʃta	piʃta	p i ʃ t a		1075		
4742	Nawa	small	pequeño	ɨwapabaʃta	ɨwapabaʃta	ɨ w a p a b a ʃ t a		1076		
4743	Marinawa	small	pequeño	ɨwapa baʂta	ɨwapa baʂta	ɨ w a p a # b a ʂ t a		1081		
4744	Yaminawa	small	pequeño	piʃta	piʃta	p i ʃ t a		1075		
4745	Kashinawa_P	small	pequeño	pɨʃi	pɨʃi	p ɨ ʃ i		1075		
4746	Kashinawa_B	small	pequeño	ɨpamapiʂta	ɨpamapiʂta	ɨ p a m a p i ʂ t a		1075		
4747	Araona	small	pequeño	lopo	lopo	l o p o		1085		
4748	Tacana	small	pequeño	?	ʔ	ʔ		1083		
4749	Cavinena	small	pequeño	piji	piji	p i j i		1080		
4750	Cavinena	small	pequeño	ashaashaque	ashaashaque	a ʃ aː ʃ a q u e		1084		
4751	Ese_ejja	small	pequeño	queabiso	queabiso	q u e a b i s o		1086		
4752	Matses	thin	delgado	kasi	kasi	k a s i	thin	1279		
4753	Matis	thin	delgado	kasi	kasi	k a s i		1279		
4754	Marubo	thin	delgado	iʃtuʃta	iʃtuʃta	i ʃ t u ʃ + t a	thin _ta	1277		
4755	Marubo	thin	delgado	anima	anima	a n i + m a	small _ma	1284		
4756	Katukina	thin	delgado	txuu	txuu	t x uː		1292		
4757	Shipibo_Konibo	thin	delgado	wiriʃ	wiriʃ	w i r i ʃ		1278		
4758	Kapanawa	thin	delgado	paʂβi	paʂβi	p a ʂ β i		1290		
4759	Kapanawa	thin	delgado	wiriʃ	wiriʃ	w i r i ʃ		1278		
4760	Arara	thin	delgado	βɨʃna	βɨʃna	β ɨ ʃ n a		1280		
4761	Shanenawa	thin	delgado	maina	maina	m a i n a		1283		
4762	Yawanawa	thin	delgado	maina	maina	m a i n a		1283		
4763	Nukini	thin	delgado	pahna	pahna	p a h n a		1288		
4764	Poyanawa	thin	delgado	imbata	imbata	i m b a t a		1285		
4765	Iskonawa	thin	delgado	imata	imata	i m a t a		1285		
4766	Chakobo	thin	delgado	siwiki	siwiki	s i w i k i		1294		
4767	Chakobo	thin	delgado	βɨʂpa	βɨʂpa	β ɨ ʂ p a		1286		
4768	Kakataibo	thin	delgado	βɨntsin	βɨntsin	β ɨ n ts i n		1280		
4769	Kaxarari	thin	delgado	lakima	lakima	l a k i m a		1284		
4770	Mastanawa	thin	delgado	iɾabada	iɾabada	i ɾ a b a d a		1282		
4771	Chaninawa	thin	delgado	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		1619		
4772	Sharanawa	thin	delgado	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		1619		
4773	Amawaka	thin	delgado	wɨçna	wɨçna	w ɨ ç n a		1280		
4774	Nawa	thin	delgado	kawaʃaɾa	kawaʃaɾa	k a w a ʃ a ɾ a		1289		
4775	Marinawa	thin	delgado	ʂauʂta	ʂauʂta	ʂ a u ʂ t a		1619		
4776	Marinawa	thin	delgado	ɸuʂnaʂta	ɸuʂnaʂta	ɸ u ʂ n a ʂ t a		1277		
4777	Yaminawa	thin	delgado	iɾabada	iɾabada	i ɾ a b a d a		1282		
4778	Kashinawa_P	thin	delgado	mɨsi	mɨsi	m ɨ s i		1279		
4779	Kashinawa_B	thin	delgado	mɨsipiʂta	mɨsipiʂta	m ɨ s i p i ʂ t a		1277		
4780	Araona	thin	delgado	lasalasa	lasalasa	l a s a l a s a		1291		
4781	Tacana	thin	delgado	queseda	queseda	q u e s e d a		1281		
4782	Tacana	thin	delgado	quesequese	quesequese	q u e s e q u e s e		1281		
4783	Cavinena	thin	delgado	sarada	sarada	s a r a d a		1264		
4784	Cavinena	thin	delgado	huirida	huirida	h u i r i d a		1287		
4785	Ese_ejja	thin	delgado	queabeje	queabeje	q u e a b e j e		1293		
4786	Matses	narrow	angosto estrecho	ania	ania	a n i a	big _a	781		
4787	Matis	narrow	angosto estrecho	papitsɨk	papitsɨk	p a p i + ts ɨ k	small _tsik	780		
4788	Marubo	narrow	angosto estrecho	iʃtuʃta	iʃtuʃta	i ʃ t u ʃ + t a	thin _ta	775		
4789	Shipibo_Konibo	narrow	angosto estrecho	hɨstɨ	hɨstɨ	h ɨ s t ɨ		782		
4790	Kapanawa	narrow	angosto estrecho	kuntsu	kuntsu	k u n ts u		777		
4791	Kapanawa	narrow	angosto estrecho	naʂβama	naʂβama	n a ʂ β a + m a	wide _ma	785		
4792	Arara	narrow	angosto estrecho	pasĩ	pasĩ	p a s ĩ		1574		
4793	Shanenawa	narrow	angosto estrecho	siku	siku	s i k u		1571		
4794	Yawanawa	narrow	angosto estrecho	iɨrɨika	iɨrɨika	i ɨ r ɨ i k a		784		
4795	Poyanawa	narrow	angosto estrecho	iruiʃta	iruiʃta	i r u i ʃ t a		1573		
4796	Chakobo	narrow	angosto estrecho	yamaria	yamaria	j a m a r i a		789		
4797	Kakataibo	narrow	angosto estrecho	antsukus	antsukus	a n ts u k u s		777		
4798	Kaxarari	narrow	angosto estrecho	inikɨma	inikɨma	i n i k ɨ m a		779		
4799	Mastanawa	narrow	angosto estrecho	ʧuʧuʂta	ʧuʧuʂta	tʃ u tʃ u ʂ t a		775		
4800	Chaninawa	narrow	angosto estrecho	at͡suʂta	at͡suʂta	a ts u ʂ t a		1570		
4801	Sharanawa	narrow	angosto estrecho	at͡suʂta	at͡suʂta	a ts u ʂ t a		1570		
4802	Amawaka	narrow	angosto estrecho	piʃta	piʃta	p i ʃ t a		1567		
4803	Nawa	narrow	angosto estrecho	aʦuʃta	aʦuʃta	a ts u ʃ t a		1570		
4804	Marinawa	narrow	angosto estrecho	atsuʂta	atsuʂta	a ts u ʂ t a		1570		
4805	Yaminawa	narrow	angosto estrecho	kɨtsu	kɨtsu	k ɨ ts u		1572		
4806	Kashinawa_P	narrow	angosto estrecho	haʂu	haʂu	h a ʂ u		776		
4807	Kashinawa_B	narrow	angosto estrecho	mɨsi	mɨsi	m ɨ s i		1575		
4808	Araona	narrow	angosto estrecho	tsala	tsala	ts a l a		787		
4809	Tacana	narrow	angosto estrecho	ma huaichidi	ma huaichidi	m a # h u a i tʃ i d i		783		
4810	Tacana	narrow	angosto estrecho	upahaichidi	upahaichidi	u p a h a i tʃ i d i		786		
4811	Cavinena	narrow	angosto estrecho	wiri	wiri	w i r i		788		
4812	Ese_ejja	narrow	angosto estrecho	queabiso	queabiso	q u e a b i s o		778		
4813	Matses	long	largo	ɨnapen	ɨnapen	ɨ n a p e n	ɨna _pen	720		
4814	Matis	long	largo	ʂunu	ʂunu	ʂ u n u		719		
4815	Marubo	long	largo	kɨja	kɨja	k ɨ j a		718		
4816	Shipibo_Konibo	long	largo	nɨnkɨ	nɨnkɨ	n ɨ n k ɨ		713		
4817	Kapanawa	long	largo	nɨnkɨ	nɨnkɨ	n ɨ n k ɨ		713		
4818	Kapanawa	long	largo	tʃai	tʃai	tʃ a i		681		
4819	Arara	long	largo	tʃajnipa	tʃajnipa	tʃ a j n i p a		681		
4820	Yawanawa	long	largo	ɨwapa	ɨwapa	ɨ w a p a		711		
4821	Nukini	long	largo	ʃai	ʃai	ʃ a i		681		
4822	Poyanawa	long	largo	hukumba	hukumba	h u k u m b a		721		
4823	Iskonawa	long	largo	ʧainɨwan	ʧainɨwan	tʃ a i n ɨ w a n		681		
4824	Chakobo	long	largo	tɨtɨka	tɨtɨka	t ɨ t ɨ k a		722		
4825	Kakataibo	long	largo	tʃaʂkɨ	tʃaʂkɨ	tʃ a ʂ k ɨ		681		
4826	Kaxarari	long	largo	pala	pala	p a l a		717		
4827	Mastanawa	long	largo	ʧaj	ʧaj	tʃ a dʒ		681		
4828	Chaninawa	long	largo	t͡ʃaj	t͡ʃaj	tʃ a dʒ		681		
4829	Sharanawa	long	largo	t͡ʃai	t͡ʃai	tʃ a i		681		
4830	Amawaka	long	largo	t͡ʃai	t͡ʃai	tʃ a i		681		
4831	Nawa	long	largo	ʧaj	ʧaj	tʃ a dʒ		681		
4832	Marinawa	long	largo	ʧajdipa	ʧajdipa	tʃ a j d i p a		681		
4833	Yaminawa	long	largo	ʧajdipa	ʧajdipa	tʃ a j d i p a		681		
4834	Kashinawa_P	long	largo	ʧajpa	ʧajpa	tʃ a j p a		681		
4835	Kashinawa_B	long	largo	iwapa	iwapa	i w a p a		711		
4836	Araona	long	largo	abao	abao	a b a o		712		
4837	Tacana	long	largo	bauda	bauda	b a u d a		712		
4838	Cavinena	long	largo	junuda	junuda	j u n u d a		716		
4839	Ese_ejja	long	largo	quea'ao	quea'ao	q u e a a o		714		
4840	Matses	short	corto bajo (vertical)	βuʂku	βuʂku	β u ʂ k u	short	1594		
4841	Matis	short	corto bajo (vertical)	tuku	tuku	t u k u		1593		
4842	Marubo	short	corto bajo (vertical)	tukuʂta	tukuʂta	t u k u ʂ + t a	short _ta	1593		
4843	Shipibo_Konibo	short	corto bajo (vertical)	maʂku	maʂku	m a ʂ + k u	small	1028		
4844	Kapanawa	short	corto bajo (vertical)	kɨyatama	kɨyatama	k ɨ j a t a + m a	long _ma	1041		
4845	Kapanawa	short	corto bajo (vertical)	maʂku	maʂku	m a ʂ k u		1028		
4846	Arara	short	corto bajo (vertical)	hutu	hutu	h u t u		1591		
4847	Shanenawa	short	corto bajo (vertical)	ɸuti	ɸuti	ɸ u t i		1023		
4848	Yawanawa	short	corto bajo (vertical)	hutu	hutu	h u t u		1023		
4849	Nukini	short	corto bajo (vertical)	βũtu	βũtu	β ũ t u		1023		
4850	Poyanawa	short	corto bajo (vertical)	naman	naman	n a m a n		1026		
4851	Iskonawa	short	corto bajo (vertical)	βustu	βustu	β u s t u		1023		
4852	Chakobo	short	corto bajo (vertical)	namanu	namanu	n a m a n u		1026		
4853	Kakataibo	short	corto bajo (vertical)	mɨtu	mɨtu	m ɨ t u		1040		
4854	Kaxarari	short	corto bajo (vertical)	tɨtɨkama	tɨtɨkama	t ɨ t ɨ k a m a		1029		
4855	Mastanawa	short	corto bajo (vertical)	ɨʂtɨiʃta	ɨʂtɨiʃta	ɨ ʂ t ɨ i ʃ t a		1024		
4856	Chaninawa	short	corto bajo (vertical)	ʂatɨ	ʂatɨ	ʂ a t ɨ		1027		
4857	Sharanawa	short	corto bajo (vertical)	ʂatɨ	ʂatɨ	ʂ a t ɨ		1027		
4858	Amawaka	short	corto bajo (vertical)	tuɾu	tuɾu	t u ɾ u		1025		
4859	Nawa	short	corto bajo (vertical)	kɨjabaʃta	kɨjabaʃta	k ɨ j a b a ʃ t a		1031		
