ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	MORPHEMES	COGIDS	NOTES	AUTOCOGIDS
4503	h ɨ n l a	1411	wet	Kaxarari	hɨnla	mojado	h ɨ n l a	hɨnla	?			4400
4504	b ɨ tʃ a	1404	wet	Mastanawa	bɨʧa	mojado	b ɨ tʃ a	bɨʧa	wet/mɨtʃa			4397
4505	b ɨ tʃ a	1404	wet	Chaninawa	bɨt͡ʃa	mojado	b ɨ tʃ a	bɨt͡ʃa	wet/mɨtʃa			4397
4506	b ɨ tʃ a	1404	wet	Sharanawa	bɨt͡ʃa	mojado	b ɨ tʃ a	bɨt͡ʃa	wet/mɨtʃa			4397
4507	m ɨ tʃ a	1404	wet	Amawaka	mɨt͡ʃa	mojado	m ɨ tʃ a	mɨt͡ʃa	wet/mɨtʃa			4397
4508	b ɨ tʃ a	1404	wet	Nawa	bɨʧa	mojado	b ɨ tʃ a	bɨʧa	wet/mɨtʃa			4397
4509	b ɨ tʃ a	1404	wet	Marinawa	bɨʧa	mojado	b ɨ tʃ a	bɨʧa	wet/mɨtʃa			4397
4510	b ɨ tʃ a	1404	wet	Yaminawa	bɨʧa	mojado	b ɨ tʃ a	bɨʧa	wet/mɨtʃa			4397
4511	tʃ a j k a	1410	wet	Kashinawa_P	ʧajka	mojado	tʃ a j k a	ʧajka	wet_short _ika		!	4399
4512	m ɨ tʃ a	1404	wet	Kashinawa_B	mɨtʃa	mojado	m ɨ tʃ a	mɨtʃa	wet/mɨtʃa			4397
4518	t a n u n	290	dry [adj./v.]	Matses	tanun	seco	t a n u n	tanun	?			789
4519	k u d u	168	dry [adj./v.]	Matis	kudu	seco	k u d u	kudu	?			788
4520	ɨ ʂ t a	289	dry [adj./v.]	Marubo	ɨʂta	seco	ɨ ʂ t a	ɨʂta	?			787
4521	p u t - - u	163	dry [adj./v.]	Katukina	putu	seco	p u t u	putu	dust			782
4522	tʃ u ʃ i a	285	dry [adj./v.]	Shipibo_Konibo	tʃuʃia	seco	tʃ u ʃ i a	tʃuʃia	?			791
4523	m ɨ tʃ a m a	182	dry [adj./v.]	Shipibo_Konibo	mɨtʃama	seco	m ɨ tʃ a m a	mɨtʃama	wet _NEG		!	782
4524	p u t - - u + n i	163	dry [adj./v.]	Kapanawa	putuni	seco	p u t u + n i	putuni	dust _ni			782 785
4525	tʃ u ʃ i -	285	dry [adj./v.]	Kapanawa	tʃuʃi	seco	tʃ u ʃ i	tʃuʃi				791
4526	ʃ a k a	286	dry [adj./v.]	Arara	ʃaka	seco	ʃ a k a	ʃaka				0
4527	m ɨ t - - u	284	dry [adj./v.]	Shanenawa	mɨtu	seco	m ɨ t u	mɨtu	dry/mɨtu			782
4528	ʂ a k a	286	dry [adj./v.]	Yawanawa	ʂaka	seco	ʂ a k a	ʂaka	bark			792
4529	b a s k u	288	dry [adj./v.]	Poyanawa	basku	seco	b a s k u	basku	?			790
4530	ʃ i n a	181	dry [adj./v.]	Chakobo	ʃina	seco	ʃ i n a	ʃina				783
4531	h a n u	293	dry [adj./v.]	Chakobo	hanu	seco	h a n u	hanu				793
4532	ɨ s k i	185	dry [adj./v.]	Kakataibo	ɨski	seco	ɨ s k i	ɨski				784
4533	p u	163	dry [adj./v.]	Kaxarari	pu	seco	p u	pu	dust			786
4534	b ɨ t - - u	284	dry [adj./v.]	Mastanawa	bɨtu	seco	b ɨ t u	bɨtu	dry/mɨtu			782
4535	ʃ i n a	181	dry [adj./v.]	Mastanawa	ʃina	seco	ʃ i n a	ʃina	?			783
4536	b ɨ t - - u	284	dry [adj./v.]	Chaninawa	bɨtu	seco	b ɨ t u	bɨtu	dry/mɨtu			782
4537	b ɨ t - - u	284	dry [adj./v.]	Sharanawa	bɨtu	seco	b ɨ t u	bɨtu	dry/mɨtu			782
4538	m ɨ t - - u	284	dry [adj./v.]	Amawaka	mɨtu	seco	m ɨ t u	mɨtu	dry/mɨtu			782
4539	b ɨ t - - u	284	dry [adj./v.]	Nawa	bɨtu	seco	b ɨ t u	bɨtu	dry/mɨtu			782
4540	b ɨ t - - u	284	dry [adj./v.]	Marinawa	bɨtu	seco	b ɨ t u	bɨtu	dry/mɨtu			782
4541	b ɨ t - - u	284	dry [adj./v.]	Yaminawa	bɨtu	seco	b ɨ t u	bɨtu	dry/mɨtu			782
4542	m ɨ t - - u	284	dry [adj./v.]	Kashinawa_P	mɨtu	seco	m ɨ t u	mɨtu	dry/mɨtu			782
4543	m ɨ t - - u	284	dry [adj./v.]	Kashinawa_B	mɨtu	seco	m ɨ t u	mɨtu	dry/mɨtu			782
4550	n ɨ -	577	here	Matses	nɨ	aqui aca	n ɨ	nɨ	here			1769
4551	n ɨ -	577	here	Matis	nɨ	aqui aca	n ɨ	nɨ	here			1769
4552	n ɨ n u	577	here	Marubo	nɨnu	aqui aca	n ɨ n u	nɨnu	here _LOC		!	1768
4553	n ɨ n u	577	here	Katukina	nɨnu	aqui aca	n ɨ n u	nenu	here _LOC		!	1768
4554	n i n u	577	here	Katukina	ninu	aqui aca	n i n u	ninu	here _LOC		!	1768
4555	n ɨ - -	577	here	Shipibo_Konibo	nɨ	aqui aca	n ɨ	nɨ	here			1768
4556	n ɨ n u	577	here	Kapanawa	nɨnu	aqui aca	n ɨ n u	nɨnu	here _LOC		!	1768
4557	n ɨ a + β i	577	here	Kapanawa	nɨaβi	aqui aca	n ɨ a + β i	nɨaβi	here _a _EMP		!	1769 1771
4558	n a n - d u	577	here	Arara	nandu	aqui aca	n a ⁿd u	nandu				0
4559	n ɨ n u	577	here	Shanenawa	nɨnu	aqui aca	n ɨ n u	nɨnu	here _LOC		!	1768
4560	n ɨ n u	577	here	Yawanawa	nɨnu	aqui aca	n ɨ n u	nɨnu	here _LOC		!	1768
4561	n i nd u	577	here	Poyanawa	nindu	aqui aca	n i nd u	nĩdu	here _LOC		!	1768
4562	n i n u	577	here	Iskonawa	ninu	aqui aca	n i n u	ninu	here _LOC		!	1768
4563	n ɨ a	577	here	Chakobo	nɨa	aqui aca	n ɨ a	nëa	here _a		!	1769
4564	n ɨ b i	577	here	Chakobo	nɨbi	aqui aca	n ɨ b i	nëbi	here _EMP		!	1770
4565	n ɨ r i	577	here	Chakobo	nɨri	aqui aca	n ɨ r i	nëri	here _ri		!	1772
4566	- ɨ n u	577	here	Kakataibo	ɨnu	aqui aca	ɨ n u	ɨnu	I _LOC		!	1768
4567	d ɨ d u	577	here	Mastanawa	dɨdu	aqui aca	d ɨ d u	dɨdu	here _LOC		!	1768
4568	t ɨ d u	577	here	Chaninawa	tɨdu	aqui aca	t ɨ d u	tɨdu	?			1768
4569	d ɨ d u	577	here	Sharanawa	dɨdu	aqui aca	d ɨ d u	dɨdu	here _LOC		!	1768
4570	n ɨ ⁿd u	577	here	Amawaka	nɨndu	aqui aca	n ɨ ⁿd u	nɨndu	here _LOC		!	1768
4571	d ɨ d u	577	here	Nawa	dɨdu	aqui aca	d ɨ d u	dɨdu	here _LOC		!	1768
4572	d ɨ ⁿd u	577	here	Marinawa	dɨndu	aqui aca	d ɨ ⁿd u	dɨndu	here _LOC		!	1768
4573	d ɨ d u	577	here	Yaminawa	dɨdu	aqui aca	d ɨ d u	dɨdu	here _LOC		!	1768
4574	n ɨ n u	577	here	Kashinawa_P	nɨnu	aqui aca	n ɨ n u	nɨnu	here _LOC		!	1768
4583	n ɨ β i	792	near	Matses	nɨβi	cerca	n ɨ β i	nɨβi	here _EMP		!	2480
4584	n ɨ	792	near	Matis	nɨ	cerca	n ɨ	nɨ	here			2475
4585	u r - - a + m a	790	near	Marubo	urama	cerca	u r a + m a	urama	far/ura _ma			2472 2479
4586	- r a m i	1579	near	Katukina	rami	cerca	r a m i	rami	?			2472
4587	t u k e m - - - a	1577	near	Katukina	tukema	cerca	t u k e m a	tuke-ma	? _NEG		!	2474
4588	u tʃ u + m a	1578	near	Shipibo_Konibo	utʃuma	cerca	u tʃ u + m a	utʃu-ma	far/utʃu  _NEG			2478 2479
4589	u tʃ u + m a	1578	near	Kapanawa	utʃuma	cerca	u tʃ u + m a	utʃuma	far _not			2478 2479
4590	p a t a ʂ	800	near	Kapanawa	pataʂ	cerca	p a t a ʂ	pataʂ	?			2482
4591	- - tʃ a - i m b a	796	near	Arara	tʃaimba	cerca	tʃ a i mb a	tʃaimba				0
4592	tʃ a - i m - - - a	796	near	Shanenawa	tʃaima	cerca	tʃ a j m a	tʃjama	far/chai _NEG		!	2474
4593	tʃ a - i m - - - a	796	near	Yawanawa	tʃaima	cerca	tʃ a j m a	tʃaima	far/chai _NEG		!	2474
4594	n i + n u + h u k u	795	near	Iskonawa	ninuhuku	cerca	n i + n u + h u k u	ninuhuku	here _LOC _DIM			2475 2476 2477
4595	β a s i m a	791	near	Chakobo	βasima	cerca	β a s i m a	βasima	delay _NEG		!	2473
4596	β i k a	799	near	Chakobo	βika	cerca	β i k a	βika	?			2481
4597	u r a m a	790	near	Kakataibo	urama	cerca	u r a m a	urama	far _NEG		!	2472
4598	u ʈʂ a m a	1578	near	Kaxarari	utʂama	cerca	u ʈʂ a m a	utʂama	far _NEG		!	2472
4599	tʃ a j - b a ʂ t a	796	near	Mastanawa	ʧajbaʂta	cerca	tʃ a j b a ʂ t a	ʧaj baʂta	far/chai _DIM		!	2474
4600	tʃ a j - b - - - a	796	near	Chaninawa	t͡ʃajba	cerca	tʃ a j b a	t͡ʃajba	far _NEG		!	2474
4601	tʃ a - i b a ʃ t a	796	near	Sharanawa	t͡ʃaibaʃta	cerca	tʃ a j b a ʃ t a	t͡ʃai baʃta	far/chai _DIM		!	2474
4602	u ɾ a m a	790	near	Amawaka	uɾama	cerca	u ɾ a m a	uɾama	far _NEG		!	2472
4603	tʃ a - i b - - - a	796	near	Nawa	ʧaiba	cerca	tʃ a i b a	ʧajba	far/chai _NEG		!	2474
4604	tʃ a j - b a ʂ t a	796	near	Marinawa	ʧajbaʂta	cerca	tʃ a j b a ʂ t a	ʧaj baʂta	far/chai _DIM		!	2474
4605	tʃ a - i b - - - a	796	near	Yaminawa	ʧajba	cerca	tʃ a i b a	ʧajba	far/chai _NEG		!	2474
4606	tʃ a j - m - - - a	796	near	Kashinawa_P	ʧajma	cerca	tʃ a j m a	ʧajma	far/chai _NEG		!	2474
4607	tʃ a j - m - - - a	796	near	Kashinawa_B	tʃajma	cerca	tʃ a j m a	tʃajma	far/chai _NEG		!	2474
4613	u	349	far	Matses	u	lejos	u	u	far/u			1026
4614	m ɨ d u k	350	far	Matis	mɨduk	lejos	m ɨ d u k	mɨduk	?			1025
4615	u r a	345	far	Marubo	ura	lejos	u r a	ura	far/ura			1021
4616	t u k e	352	far	Katukina	tuke	lejos	t u k e	tuke	?			1023
4617	u tʃ u	343	far	Shipibo_Konibo	utʃu	lejos	u tʃ u	utʃu	far/utʃu			1028
4618	n ɨ n o m a	354	far	Kapanawa	nɨnoma	lejos	n ɨ n o m a	nɨnoma	here _NEG		!	1022
4619	u tʃ u	343	far	Kapanawa	utʃu	lejos	u tʃ u	utʃu	far/utʃu			1028
4620	tʃ a i -	342	far	Arara	tʃai	lejos	tʃ a j	tʃai				0
4621	tʃ a i	342	far	Shanenawa	tʃai	lejos	tʃ a j	tʃaj	far			1018
4622	tʃ a i	342	far	Yawanawa	tʃai	lejos	tʃ a j	tʃai	far			1018
4623	tʃ i t u m a	347	far	Iskonawa	ʧituma	lejos	tʃ i t u m a	ʧituma	? _NEG		!	1020
4624	β a s i	356	far	Chakobo	βasi	lejos	β a s i	βasi	delay			1019
4625	n ɨ a m a	344	far	Chakobo	nɨama	lejos	n ɨ a m a	nɨama	here _NEG		!	1027
4626	n ɨ a m a	344	far	Pakawara	nɨama	lejos	n ɨ a m a	nɨama	here _NEG		!	1027
4627	u r a	345	far	Kakataibo	ura	lejos	u r a	ura	far/ura			1021
4628	w a u tʃ i	351	far	Kaxarari	wautʃi	lejos	w a u tʃ i	wautʃi	?			1024
4629	tʃ a i	342	far	Mastanawa	ʧai	lejos	tʃ a j	ʧaj	far			1018
4630	tʃ a i	342	far	Chaninawa	t͡ʃai	lejos	tʃ a j	t͡ʃai	far			1018
4631	tʃ a i	342	far	Sharanawa	t͡ʃai	lejos	tʃ a j	t͡ʃai	far			1018
4632	tʃ a i	342	far	Amawaka	t͡ʃai	lejos	tʃ a j	t͡ʃai	far			1018
4633	tʃ a i	342	far	Nawa	ʧai	lejos	tʃ a j	ʧaj	far			1018
4634	tʃ a i	342	far	Marinawa	ʧai	lejos	tʃ a j	ʧaj	far			1018
4635	tʃ a i	342	far	Yaminawa	ʧai	lejos	tʃ a j	ʧaj	far			1018
4636	tʃ a i	342	far	Kashinawa_P	ʧai	lejos	tʃ a j	ʧaj	far			1018
4637	tʃ a i	353	far	Kashinawa_B	tʃai	lejos	tʃ a j	tʃaj	far			1018
4642	n u a	66	big	Matses	nua	grande	n u a	nua	?			261
4643	n o a	66	big	Matis	noa	grande	n o a	noa	?			261
4644	a n - - i	64	big	Marubo	ani	grande	a n i	ani	large/ani			259
4645	a n i p a	64	big	Katukina	anipa	grande	a n i p a	ani-pa	big _pa		!	259
4646	a n - - i	64	big	Shipibo_Konibo	ani	grande	a n i	ani	big/ani			259
4647	a n - - i	64	big	Kapanawa	ani	grande	a n i	ani	big/ani			259
4648	i w a p a	63	big	Arara	iwapa	grande	i w a p a	iwapa				0
4649	ɨ w a p a	63	big	Shanenawa	ɨwapa	grande	ɨ w a p a	ɨwapa	mother _pa		!	256
4650	i w a p a	63	big	Yawanawa	iwapa	grande	i w a p a	iwapa	mother _pa		!	256
4651	r ɨ p a	1555	big	Nukini	rɨpa	grande	r ɨ p a	rɨpa	?			262
4652	h u k u m b a	70	big	Poyanawa	hukumba	grande	h u k u m b a	hukumba	?			263
4653	m i h i r a	73	big	Iskonawa	mihira	grande	m i h i r a	mihira	?			257
4654	tʃ a ʔ i t a	67	big	Chakobo	tʃaʔita	grande	tʃ a ʔ i t a	tʃa?ita	big/cha _ita		!	255
4655	tʃ a	72	big	Kakataibo	tʃa	grande	tʃ a	tʃa	big/cha			258
4656	l a k i	71	big	Kaxarari	laki	grande	l a k i	laki	?			260
4657	ɨ w a p a	63	big	Mastanawa	ɨwapa	grande	ɨ w a p a	ɨwapa	mother _pa		!	256
4658	i w a p a	63	big	Chaninawa	iwapa	grande	i w a p a	iwapa	mother _pa		!	256
4659	ɨ w a p a	63	big	Sharanawa	ɨwapa	grande	ɨ w a p a	ɨwapa	mother _pa		!	256
4660	t u ʔ a	67	big	Amawaka	tuʔa	grande	t u ʔ a	tuʔa	give_birth			254
4661	ɨ w a p a	63	big	Nawa	ɨwapa	grande	ɨ w a p a	ɨwapa	mother _pa		!	256
4662	ɨ w a p a	63	big	Marinawa	ɨwapa	grande	ɨ w a p a	ɨwapa	mother _pa		!	256
4663	ɨ w a p a	63	big	Yaminawa	ɨwapa	grande	ɨ w a p a	ɨwapa	mother _pa		!	256
4664	ɨ w a p a	63	big	Kashinawa_P	ɨwapa	grande	ɨ w a p a	ɨwapa	mother _pa		!	256
4665	i w a p a	63	big	Kashinawa_B	iwapa	grande	i w a p a	iwapa	mother _pa		!	256
4673	n u a	1452	wide	Matses	nua	ancho	n u a	nua	big/noa			4549
4674	n o a	1452	wide	Matis	noa	ancho	n o a	noa	big/noa			4549
4675	a n i	1451	wide	Marubo	ani	ancho	a n i	ani	big			4548
4676	a n i	1451	wide	Shipibo_Konibo	ani	ancho	a n i	ani	big			4548
4677	n a ʂ β a	1449	wide	Shipibo_Konibo	naʂβa	ancho	n a ʂ β a	naʂβa	clear			4545
4678	p ɨ ʂ t i n	1459	wide	Kapanawa	pɨʂtin	ancho	p ɨ ʂ t i n	pɨʂtin	?			4546
4679	n a ʂ β a	1449	wide	Kapanawa	naʂβa	ancho	n a ʂ β a	naʂβa	clear			4545
4680	n a h β a	1449	wide	Iskonawa	nahβa	ancho	n a h β a	nahβa	clear			4545
4681	tʃ a ʔ i t a	1454	wide	Chakobo	tʃaʔita	ancho	tʃ a ʔ i t a	tʃa?ita	large/cha _ita		!	4543
4682	p ɨ t a	1450	wide	Mastanawa	pɨta	ancho	p ɨ t a	pɨta	?			4544
4683	p ɨ t a	1450	wide	Chaninawa	pɨta	ancho	p ɨ t a	pɨta	?			4544
4684	- a ʂ ɸ a	1449	wide	Sharanawa	aʂɸa	ancho	a ʂ ɸ a	aʂɸa	open			4545
4685	t u ʔ a	1454	wide	Amawaka	tuʔa	ancho	t u ʔ a	tuʔa	given_birth			4542
4686	ɨ w a p a	1453	wide	Nawa	ɨwapa	ancho	ɨ w a p a	ɨwapa	mother _pa		!	4547
4687	- a ʂ p a	1449	wide	Nawa	aʂpa	ancho	a ʂ p a	aʂpa	open			4545
4688	- a ʂ ɸ a	1449	wide	Marinawa	aʂɸa	ancho	a ʂ ɸ a	aʂɸa	open			4545
4689	p ɨ t a	1450	wide	Yaminawa	pɨta	ancho	p ɨ t a	pɨta	?			4544
4690	ɨ w a p a	1453	wide	Kashinawa_P	ɨwapa	ancho	ɨ w a p a	ɨwapa	mother _pa		!	4547
4695	n u a	1268	thick	Matses	nua	grueso	n u a	nua	big			3891
4696	n o a	1268	thick	Matis	noa	grueso	n o a	noa	big			3891
4697	a n i	1274	thick	Marubo	ani	grueso	a n i	ani	big			3890
4698	k ɨ ʂ t u	1266	thick	Shipibo_Konibo	kɨʂtu	grueso	k ɨ ʂ t u	kɨʂtu	think			3886
4699	k ɨ ʂ t u	1266	thick	Kapanawa	kɨʂtu	grueso	k ɨ ʂ t u	kɨʂtu	think			3886
4700	i w a p a # ʃ a n d i	1276	thick	Arara	iwapa ʃandi	grueso	i w a p a + ʃ a ⁿd i	iwapa ʃandi				0
4701	k ɨ ʂ t u	1266	thick	Shanenawa	kɨʂtu	grueso	k ɨ ʂ t u	kɨʂtu	think			3886
4702	ɨ w a p - - - - a	1267	thick	Yawanawa	ɨwapa	grueso	ɨ w a p a	ɨwapa	mother _pa		!	3888
4703	h u k u m b a	1273	thick	Poyanawa	hukumba	grueso	h u k u m b a	hukumba	small _NEG		!	3892
4704	u t i	1260	thick	Chakobo	uti	grueso	u t i	uti	?			3887
4705	k ɨ ʃ t o	1266	thick	Kakataibo	kɨʃto	grueso	k ɨ ʃ t o	kɨʃto	think			3886
4706	l a k ĩ	1275	thick	Kaxarari	lakĩ	grueso	l a k ĩ	lakĩ	?			3889
4707	ɨ w a p - - - - a	1267	thick	Mastanawa	ɨwapa	grueso	ɨ w a p a	ɨwapa	mother _pa		!	3888
4708	i w a p - - - - a	1267	thick	Chaninawa	iwapa	grueso	i w a p a	iwapa	mother _pa		!	3888
4709	k ɨ ʂ t u	1266	thick	Sharanawa	kɨʂtu	grueso	k ɨ ʂ t u	kɨʂtu	think			3886
4710	k ɨ ç t u	1266	thick	Amawaka	kɨçtu	grueso	k ɨ ç t u	kɨçtu	think			3886
4711	k ɨ ʂ t u	1266	thick	Nawa	kɨʂtu	grueso	k ɨ ʂ t u	kɨʂtu	think			3886
4712	k ɨ ʂ t u	1266	thick	Marinawa	kɨʂtu	grueso	k ɨ ʂ t u	kɨʂtu	think			3886
4713	ɨ w a p - - - - a	1267	thick	Yaminawa	ɨwapa	grueso	ɨ w a p a	ɨwapa	mother _pa		!	3888
4714	k ɨ ʂ t u	1266	thick	Kashinawa_P	kɨʂtu	grueso	k ɨ ʂ t u	kɨʂtu	think			3886
4715	i w a p a ʂ a n i	1267	thick	Kashinawa_B	iwapaʂani	grueso	i w a p a ʂ a n i	iwapaʂani	?			3888
4721	p i s - - + ts ɨ k	1075	small	Matses	pistsɨk	pequeño	p i s + ts ɨ k	pistsɨk	small _tsik			3362 3371
4722	p a p i + ts ɨ k	1075	small	Matis	papitsɨk	pequeño	p a p i + ts ɨ k	papitsɨk	small _tsik			3370 3371
4723	i ʃ t u ʃ + t a	1077	small	Marubo	iʃtuʃta	pequeño	i ʃ t u ʃ + t a	iʃtuʃta	thin _ta			3368 3369
4724	- a n i + m a -	1066	small	Marubo	anima	pequeño	a n i + m a	anima	big _ma/NEG			3374 3372
4725	p i x ʈʂ a	1075	small	Katukina	pixtxa	pequeño	p i x/ʂ ʈʂ a	pixtxa	small/piʃta			3362
4726	m a ʂ + k u	1082	small	Shipibo_Konibo	maʂku	pequeño	m a ʂ + k u	maʂku	small/maʂku		!	3372 3373
4727	p i ʃ k a	1075	small	Kapanawa	piʃka	pequeño	p i ʃ k a	piʃka	small/piʃta			3362
4728	h a n i + m a -	1060	small	Kapanawa	hanima	pequeño	h a n i + m a	hanima	big _not			3374 3372
4729	i w a p a m b - - - a	1076	small	Arara	iwapamba	pequeño	i w a p a m b a	iwapamba				0
4730	ɨ w - - a p a - m a	1076	small	Shanenawa	ɨwapama	pequeño	ɨ w a p a m a	ɨwapama	mother _pa _NEG		!	3366
4731	i w - - a p a - m a	1076	small	Yawanawa	iwapama	pequeño	i w a p a m a	iwapama	mother _pa _NEG		!	3366
4732	p i ʃ t a	1075	small	Nukini	piʃta	pequeño	p i ʃ t a	piʃta	small			3362
4733	m i ʃ n i	1079	small	Chakobo	miʃni	pequeño	m i ʃ n i	miʃni	?			3363
4734	p i s t a	1075	small	Chakobo	pista	pequeño	p i s t a	pistia	small/piʃta			3362
4735	m i ʃ n i	1079	small	Pakawara	miʃni	pequeño	m i ʃ n i	miʃni	?			3363
4736	tʃ u k u m a	1059	small	Kakataibo	tʃukuma	pequeño	tʃ u k u m a	tʃukuma	small/tʃukuma			3365
4737	l a k i m a	1061	small	Kaxarari	lakima	pequeño	l a k i m a	lakima	?			3367
4738	tʃ u tʃ u ʂ t a	1078	small	Mastanawa	ʧuʧuʂta	pequeño	tʃ u tʃ u ʂ t a	ʧuʧuʂta	? _DIM		!	3364
4739	tʃ u tʃ u ʃ t a	1078	small	Chaninawa	t͡ʃut͡ʃuʃta	pequeño	tʃ u tʃ u ʃ t a	t͡ʃut͡ʃuʃta	small/ut͡ʃuʃta			3364
4740	ɨ w a p a b - - - a	1076	small	Sharanawa	ɨwapaba	pequeño	ɨ w a p a b a	ɨwapaba	mother _pa _NEG		!	3366
4741	p i ʃ t a	1075	small	Amawaka	piʃta	pequeño	p i ʃ t a	piʃta	small/piʃta			3362
4742	ɨ w a p a b a ʃ t a	1076	small	Nawa	ɨwapabaʃta	pequeño	ɨ w a p a b a ʃ t a	ɨwapabaʃta	mother _pa _NEG _DIM		!	3366
4743	ɨ w a p a b a ʂ t a	1081	small	Marinawa	ɨwapa baʂta	pequeño	ɨ w a p a b a ʂ t a	ɨwapa baʂta	mother _pa _NEG _DIM		!	3366
4744	p i ʃ t a	1075	small	Yaminawa	piʃta	pequeño	p i ʃ t a	piʃta	small/piʃta			3362
4745	p ɨ ʃ - i	1075	small	Kashinawa_P	pɨʃi	pequeño	p ɨ ʃ i	pɨʃi	?			3362
4746	ɨ p a m a p i ʂ t a	1075	small	Kashinawa_B	ɨpamapiʂta	pequeño	ɨ p a m a p i ʂ t a	ɨpamapiʂta	mother _pa _NEG _DIM		!	3366
4752	k a s i	1279	thin	Matses	kasi	delgado	k a s i	kasi	thin/kasi			3918
4753	k a s i	1279	thin	Matis	kasi	delgado	k a s i	kasi	thin/kasi			3918
4754	i ʃ t u ʃ t a	1277	thin	Marubo	iʃtuʃta	delgado	i ʃ t u ʃ t a	iʃtuʃta	thin/iʃtu _ta		!	3916
4755	a n i + m a	1284	thin	Marubo	anima	delgado	a n i + m a	anima	big _ma/NEG			3924 3925
4756	t x uː	1292	thin	Katukina	txuu	delgado	tx/ʈʂ uː	txuu	small			3914
4757	w i r i ʃ	1278	thin	Shipibo_Konibo	wiriʃ	delgado	w i r i ʃ	wiriʃ	?			3922
4758	p a ʂ β i	1290	thin	Kapanawa	paʂβi	delgado	p a ʂ β i	paʂβi	thin/paʂβi			3911
4759	w i r i ʃ	1278	thin	Kapanawa	wiriʃ	delgado	w i r i ʃ	wiriʃ	wiriʃ			3922
4760	β ɨ - ʃ - n a	1280	thin	Arara	βɨʃna	delgado	β ɨ ʃ n a	βɨʃna				0
4761	m a i n a	1283	thin	Shanenawa	maina	delgado	m a j n a	maina	?			3921
4762	m a i n a	1283	thin	Yawanawa	maina	delgado	m a j n a	maina	?			3921
4763	p a h n a	1288	thin	Nukini	pahna	delgado	p a h n a	pahna	thin/pahna			3920
4764	i m b a t a	1285	thin	Poyanawa	imbata	delgado	i m b a t a	imbata	thin/imata			3909
4765	i m - a t a	1285	thin	Iskonawa	imata	delgado	i m a t a	imata	thin/imata			3909
4766	s i w i k i	1294	thin	Chakobo	siwiki	delgado	s i w i k i	siwiki	thin/siwiki			3908
4767	β ɨ ʂ p a	1286	thin	Chakobo	βɨʂpa	delgado	β ɨ ʂ p a	βɨʂpa	thin/βɨʂpa			3923
4768	β ɨ n ts i n	1280	thin	Kakataibo	βɨntsin	delgado	β ɨ n ts i n	βɨntsin	thin/βɨntsin			3910
4769	l a k i m a	1284	thin	Kaxarari	lakima	delgado	l a k i m a	lakima	?			3915
4770	i ɾ a b a d a	1285	thin	Mastanawa	iɾabada	delgado	i ɾ a b a d a	iɾabada	?			3917
4771	ʂ a - - u ʂ t a	1619	thin	Chaninawa	ʂauʂta	delgado	ʂ a u ʂ t a	ʂauʂta	thin/ʂau _DIM		!	3907
4772	ʂ a - - u ʂ t a	1619	thin	Sharanawa	ʂauʂta	delgado	ʂ a u ʂ t a	ʂauʂta	thin/ʂau _DIM		!	3907
4773	w ɨ - - - ç n a	1280	thin	Amawaka	wɨçna	delgado	w ɨ ç n a	wɨçna	thin/wɨçna			3907
4774	k a w a ʃ a ɾ a	1289	thin	Nawa	kawaʃaɾa	delgado	k a w a ʃ a ɾ a	kawaʃaɾa	?			3919
4775	ʂ a - - u ʂ t a	1619	thin	Marinawa	ʂauʂta	delgado	ʂ a u ʂ t a	ʂauʂta	thin/ʂau _DIM		!	3907
4776	ɸ ɨ ʂ n a ʂ t a	1277	thin	Marinawa	ɸuʂnaʂta	delgado	ɸ ɨ ʂ n a ʂ t a	ɸuʂnaʂta	thin/ɸɨʂna _DIM		!	3907
4777	i ɾ a b a d a	1285	thin	Yaminawa	iɾabada	delgado	i ɾ a b a d a	iɾabada	?			3917
4778	m ɨ s i	1279	thin	Kashinawa_P	mɨsi	delgado	m ɨ s i	mɨsi	thin/mɨsi			3913
4779	m ɨ s i p i ʂ t a	1277	thin	Kashinawa_B	mɨsipiʂta	delgado	m ɨ s i p i ʂ t a	mɨsipiʂta	thin/mɨsi _DIM		!	3912
4786	a n i a	781	narrow	Matses	ania	angosto estrecho	a n i a	ania	big _a		!	2459
4787	p a p i + ts ɨ k	780	narrow	Matis	papitsɨk	angosto estrecho	p a p i + ts ɨ k	papitsɨk	small _tsik			2457 2458
4788	i ʃ t u ʃ + t a	775	narrow	Marubo	iʃtuʃta	angosto estrecho	i ʃ t u ʃ + t a	iʃtuʃta	thin _ta			2455 2456
4789	h ɨ s t ɨ	782	narrow	Shipibo_Konibo	hɨstɨ	angosto estrecho	h ɨ s t ɨ	hɨstɨ	?			2462
4790	k u n ts u	777	narrow	Kapanawa	kuntsu	angosto estrecho	k u n ts u	kuntsu	?			2451
4791	n a ʂ β a + m a	785	narrow	Kapanawa	naʂβama	angosto estrecho	n a ʂ β a + m a	naʂβama	clear _ma			2464 2465
4792	p a s ĩ	1574	narrow	Arara	pasĩ	angosto estrecho	p a s ĩ	pasĩ				0
4793	s i k u	1571	narrow	Shanenawa	siku	angosto estrecho	s i k u	siku	?			2461
4794	i ɨ r ɨ i k a	784	narrow	Yawanawa	iɨrɨika	angosto estrecho	i ɨ r ɨ j k a	iɨrɨika	?			2463
