ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID
2560	Yaminawa	throw	puʔta	puʔta	p u ʔ t a		1314
2561	Yaminawa	throw	tsaʔa	tsaʔa	ts a ʔ a		1315
2562	Kashinawa_P	throw	puta	puta	p u t a		1314
2563	Kashinawa_P	throw	tsaka	tsaka	ts a k a		1315
2564	Araona	throw	jia	jia	j i a		1317
2565	Araona	throw	pisa	pisa	p i s a		1319
2932	Matses	tie [verb]	nɨʂ	nɨʂ	n ɨ ʂ		1323
2933	Matis	tie [verb]	nɨʂ	nɨʂ	n ɨ ʂ		1323
2934	Marubo	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a		1323
2935	Katukina	tie [verb]	nixa	nixa	n i x/ʂ a		1323
2936	Shipibo_Konibo	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a		1323
2937	Kapanawa	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a		1323
2938	Shanenawa	tie [verb]	niʂa	niʂa	n i ʂ a		1323
2939	Poyanawa	tie [verb]	dɨa	dɨa	d ɨ a		1323
2940	Iskonawa	tie [verb]	nɨa	nɨa	n ɨ a		1323
2941	Chakobo	tie [verb]	nɨa	nɨa	n ɨ a		1323
2942	Chakobo	tie [verb]	nɨ?a	nɨʔa	n ɨ ʔ a		1323
2943	Kakataibo	tie [verb]	nɨa	nɨa	n ɨ a		1323
2944	Kaxarari	tie [verb]	bure	bure	b u r e		1328
2945	Mastanawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a		1323
2946	Chaninawa	tie [verb]	dɨʂaj	dɨʂa	d ɨ ʂ a		1323
2947	Sharanawa	tie [verb]	dɨʂaj	dɨʂa	d ɨ ʂ a		1323
2948	Amawaka	tie [verb]	nɨçaj	nɨça	n ɨ ç a		1323
2949	Nawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a		1323
2950	Marinawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a		1323
2951	Yaminawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a		1323
2952	Kashinawa_P	tie [verb]	βɨʃɨa	βɨʃɨa	β ɨ ʃ ɨ a		1327
2953	Kashinawa_P	tie [verb]	nɨa	nɨa	n ɨ a		1323
2954	Araona	tie [verb]	iji	iji	i j i		1324
621	Matses	tongue	ana	ana	a n + a		1330
622	Matis	tongue	ana	ana	a n + a		1330
623	Marubo	tongue	ana rɨβu	ana rɨβu	a n + a + r ɨ β u		1331
624	Katukina	tongue	ana	ana	a n + a		1330
625	Kanamari	tongue	hana	hana	h a n + a		1330
626	Shipibo_Konibo	tongue	hana	hana	h a n + a		1330
627	Kapanawa	tongue	hana	hana	h a n + a		1330
628	Shanenawa	tongue	ana	ana	a n + a		1330
629	Yawanawa	tongue	ana	ana	a n + a		1330
630	Nukini	tongue	anã	anã	a n + a		1330
631	Poyanawa	tongue	anda	anda	a ⁿd + a		1330
632	Iskonawa	tongue	ana	ana	a n + a		1330
633	Chakobo	tongue	hana	hana	h a n + a		1330
634	Pakawara	tongue	hana	hana	h a n + a		1330
635	Kakataibo	tongue	ana	ana	a n + a		1330
636	Kaxarari	tongue	hana	hana	h a n + a		1330
637	Mastanawa	tongue	ada	ada	a d + a		1330
638	Chaninawa	tongue	a:da	a:da	a d + a		1330
639	Sharanawa	tongue	ada	ada	a d + a		1330
640	Amawaka	tongue	handa	handa	h a ⁿd + a		1330
641	Nawa	tongue	a:da	a:da	a d + a		1330
642	Marinawa	tongue	anda	anda	a ⁿd + a		1330
643	Yaminawa	tongue	ada	ada	a d + a		1330
644	Kashinawa_P	tongue	hana	hana	h a n + a		1330
645	Kashinawa_B	tongue	hana	hana	h a n + a		1330
646	Araona	tongue	e-ana	eana	e a n a		1330
647	Matses	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
648	Matis	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
649	Marubo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
650	Katukina	tooth [front]	xita	xita	x/ʂ i + t a		1308
651	Kanamari	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
652	Shipibo_Konibo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
653	Kapanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
654	Shanenawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
655	Yawanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
656	Nukini	tooth [front]	hita	hita	h i + t a		1308
657	Iskonawa	tooth [front]	hɨta	hɨta	h ɨ + t a		1308
658	Chakobo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
659	Pakawara	tooth [front]	ʂɨna	ʂɨna	ʂ ɨ + n a		1308
660	Kakataibo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
661	Kaxarari	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
662	Mastanawa	tooth [front]	piti	piti	p i + t i		1333
663	Mastanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
664	Chaninawa	tooth [front]	piti	piti	p i + t i		1333
665	Sharanawa	tooth [front]	piti	piti	p i + t i		1333
666	Amawaka	tooth [front]	çɨta	çɨta	ç ɨ + t a		1308
667	Nawa	tooth [front]	piti	piti	p i + t i		1333
668	Nawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
669	Marinawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a		1308
670	Yaminawa	tooth [front]	piti	piti	p i + t i		1333
671	Kashinawa_P	tooth [front]	ʃɨta	ʃɨta	ʃ ɨ + t a		1308
672	Kashinawa_B	tooth [front]	ʂɨtɨ	ʂɨtɨ	ʂ ɨ + t ɨ		1308
673	Araona	tooth [front]	e-c̷e	ec̷e	e tʃ e		1308
202	Matses	tree	kuɨte	kuɨte	k u ɨ t e		1341
203	Matis	tree	iwi	iwi	i w i		1342
204	Marubo	tree	iwi	iwi	i w i		1342
205	Katukina	tree	hiwi	hiwi	h i w i		1342
206	Kanamari	tree	hiwi	hiwi	h i w i		1342
207	Shipibo_Konibo	tree	hiwi	hiwi	h i w i		1342
208	Kapanawa	tree	hiwi	hiwi	h i w i		69
209	Shanenawa	tree	iwi	iwi	i w i		1342
210	Yawanawa	tree	iwi	iwi	i w i		1342
211	Nukini	tree	iwi	iwi	i w i		1342
212	Poyanawa	tree	iwi	iwi	i w i		1342
213	Iskonawa	tree	iβi	iβi	i β i		1342
214	Chakobo	tree	hiwi	hiwi	h i w i		1342
215	Pakawara	tree	hiwi	hiwi	h i w i		1342
216	Kakataibo	tree	i	i	i		1342
217	Kaxarari	tree	hiwi	hiwi	h i w i		1342
218	Mastanawa	tree	di	di	d i		1338
219	Chaninawa	tree	di:	di:	d iː		1338
220	Sharanawa	tree	iwi	iwi	i w i		1342
221	Amawaka	tree	wimbi	wimbi	h iː		1342
222	Nawa	tree	di:	di:	d iː		1338
223	Marinawa	tree	di	di	d i		1338
224	Yaminawa	tree	ibi	ibi	i b i		1342
225	Kashinawa_P	tree	hi	hi	h i		423
226	Kashinawa_P	tree	ni	ni	n i		1338
227	Kashinawa_B	tree	ni	ni	n i		1338
228	Araona	tree	akui	akui	a ku/k i		1339
2520	Matses	turn [intr. v.]	βidiad	βidiad	β i d i a d		1345
2521	Matis	turn [intr. v.]	βidikiakɨd	βidikiakɨd	β i d i + k i a + k ɨ d		1345
2522	Marubo	turn [intr. v.]	βɨsukɨ	βɨsukɨ	β ɨ s u k ɨ		1346
2523	Katukina	turn [intr. v.]	hiku	hiku	h i k u		1354
2524	Shipibo_Konibo	turn [intr. v.]	raβɨ	raβɨ	r a β ɨ		1343
2525	Kapanawa	turn [intr. v.]	raβɨ	raβɨ	r a β ɨ		1343
2526	Yawanawa	turn [intr. v.]	nitã	nitã	n i t ã		1351
2527	Iskonawa	turn [intr. v.]	maja	maja	m a j a		1349
2528	Chakobo	turn [intr. v.]	βupi	βupi	β u p i		1356
2529	Kakataibo	turn [intr. v.]	kwanankɨ	raβɨ	r a β ɨ		1348
2530	Kaxarari	turn [intr. v.]	pu	pu	p u		1353
2531	Mastanawa	turn [intr. v.]	ɸuswakaw	ɾaɸɨ	ɸ u sʷ a k a w		1346
2532	Chaninawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		1343
2533	Sharanawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		1343
2534	Amawaka	turn [intr. v.]	huʔi	maja	m a j a		1347
2535	Nawa	turn [intr. v.]	ũnwĩ	ɾaɸɨ	ɾ a ɸ ɨ		1352
2536	Marinawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		1343
2537	Yaminawa	turn [intr. v.]	lawɨ	lawɨ	l a w ɨ		1343
2538	Kashinawa_P	turn [intr. v.]	daβɨkɨ	daβɨkɨ	d a β ɨ k ɨ		1343
2539	Kashinawa_B	turn [intr. v.]	anuhu	anuhu	a n u h u		1347
2540	Araona	turn [intr. v.]	balele	balele	b a l e l e		1344
4175	Matses	two	daɨd	daɨd	d a ɨ d		1358
4176	Matis	two	daβɨdpa	daβɨdpa	d a β ɨ d + p a		1358
4177	Marubo	two	raβɨβakin	raβɨβakin	r a β ɨ + β a k i n		1358
4178	Katukina	two	niska-βuis-kuin	niskaβuiskuin	n i s k a β u i s k u i n		1360
4179	Kanamari	two	raβɨ	raβɨ	r a β ɨ		1358
4180	Shipibo_Konibo	two	raβɨ	raβɨ	r a β ɨ		1358
4181	Kapanawa	two	raβɨ	raβɨ	r a β ɨ		1358
4182	Shanenawa	two	raɸu	raɸu	r a ɸ u		1358
4183	Yawanawa	two	raβɨ	raβɨ	r a β ɨ		1358
4184	Poyanawa	two	raβɨ	raβɨ	r a β ɨ		1358
4185	Iskonawa	two	naɾaβɨ	naɾaβɨ	n a ɾ a β ɨ		1358
4186	Chakobo	two	rabɨta	rabɨta	r a b ɨ t a		1358
4187	Pakawara	two	rawɨ	rawɨ	r a w ɨ		1358
4188	Kakataibo	two	raβɨ	raβɨ	r a β ɨ		1358
4189	Kaxarari	two	tʃawɨta	tʃawɨta	tʃ a w ɨ t a		1358
4190	Mastanawa	two	ɾahɨ	ɾahɨ	ɾ a h ɨ		1358
4191	Chaninawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		1358
4192	Sharanawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		1358
4193	Amawaka	two	ɾawɨ	ɾawɨ	ɾ a w ɨ		1358
4194	Nawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		1358
4195	Marinawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ		1358
4196	Yaminawa	two	ɾawɨ	ɾawɨ	ɾ a w ɨ		1358
4197	Yaminawa	two	lawɨ	lawɨ	l a w ɨ		1358
4198	Kashinawa_P	two	dawɨ	dawɨ	d a w ɨ		1358
4199	Kashinawa_B	two	daβɨ	daβɨ	d a β ɨ		1358
4200	Araona	two	betakata	betakata	b e t a k a t a		1359
3240	Matses	vomit [verb]	uk	uk	u k		1363
3241	Matis	vomit [verb]	uk	uk	u k		1363
3242	Marubo	vomit [verb]	anan	anan	a n a n		1361
3243	Katukina	vomit [verb]	βupi	βupi	β u p i		1365
3244	Shipibo_Konibo	vomit [verb]	kinan	kinan	k i n a n		1332
3245	Kapanawa	vomit [verb]	hanaiki	hana	h a n a		1361
3246	Kapanawa	vomit [verb]	kinani	kinan	k i n a n		1332
3247	Shanenawa	vomit [verb]	anan	anan	a n a n		1361
3248	Yawanawa	vomit [verb]	anan	anan	a n a n		1361
3249	Nukini	vomit [verb]	anan	anan	a n a n		1361
3250	Poyanawa	vomit [verb]	anan	anan	a n a n		1361
3251	Iskonawa	vomit [verb]	anan	anan	a n a n		1361
3252	Chakobo	vomit [verb]	hana	hana	h a n a		1361
3253	Kakataibo	vomit [verb]	ana	ana	a n a		1361
3254	Kaxarari	vomit [verb]	hilũ	hilũ	h i l ũ		1364
3255	Mastanawa	vomit [verb]	ana	ana	a n a		1361
3256	Chaninawa	vomit [verb]	anaj	ana	a n a		1361
3257	Sharanawa	vomit [verb]	anaj	anaj	a n a dʒ		1361
3258	Amawaka	vomit [verb]	hana	hana	h a n a		1361
3259	Nawa	vomit [verb]	ana	ana	a n a		1361
3260	Marinawa	vomit [verb]	ana	ana	a n a		1361
3261	Kashinawa_P	vomit [verb]	hana	hana	h a n a		1361
3262	Kashinawa_B	vomit [verb]	hanaĩ	hanaĩ	h a n a		1361
3263	Araona	vomit [verb]	bataiyo	bataiyo	b a t a i j o		1362
2298	Matses	walk	kapu	kapu	k a p u		1368
2299	Matis	walk	kapo	kapo	k a + p o		1368
2300	Marubo	walk	ka	ka	k a		1368
2301	Katukina	walk	hinna	hinna	h i nː a		1371
2302	Kanamari	walk	koʃi	koʃi	k o ʃ i		1334
2303	Shipibo_Konibo	walk	ni	ni	n i		1369
2304	Kapanawa	walk	nitʃi	nitʃi	n i + tʃ i		1369
2305	Yawanawa	walk	kãw̃̃̃ã	kawan	k a w a n		1368
2306	Iskonawa	walk	ni	ni	n i		1369
2307	Chakobo	walk	βu?una	βuʔuna	β u ʔ u n a		1373
2308	Pakawara	walk	ka	ka	k a		1368
2309	Kakataibo	walk	niti	niti	n i + t i		1369
2310	Kaxarari	walk	kã	kã	k ã		1368
2311	Mastanawa	walk	kaj	kai	k a i		1368
2312	Chaninawa	walk	ka	ka	k a		1368
2313	Sharanawa	walk	ka	ka	k a		1368
2314	Amawaka	walk	kaʔi	kaʔi	k a ʔ i		1368
2315	Nawa	walk	ka	ka	k a		1368
2316	Marinawa	walk	ka	ka	k a		1368
2317	Yaminawa	walk	kaj	kai	k a i		1368
2318	Kashinawa_P	walk	ni	ni	n i		1369
2319	Araona	walk	aje	aje	a j e		1370
3489	Matses	warm (hot weather)	tʃu	tʃu	tʃ u		1378
3490	Matses	warm (hot weather)	itsis	itsis	i ts i s		1375
3491	Matis	warm (hot weather)	itis	itis	i t i s		1375
3492	Marubo	warm (hot weather)	ʂana	ʂana	ʂ a n a		1374
3493	Katukina	warm (hot weather)	xana	xana	x/ʂ a n a		1374
3494	Shipibo_Konibo	warm (hot weather)	ʂana	ʂana	ʂ a n a		1374
3495	Kapanawa	warm (hot weather)	ʂana	ʂana	ʂ a n a		1374
3496	Shanenawa	warm (hot weather)	ʂana	ʂana	ʂ a n a		1374
3497	Yawanawa	warm (hot weather)	ʂana	ʂana	ʂ a n a		1374
3498	Poyanawa	warm (hot weather)	ũtisi	ũtisi	ũ t i s i		1375
3499	Iskonawa	warm (hot weather)	hana	hana	h a n a		1374
3500	Chakobo	warm (hot weather)	itsisa	itsisa	i ts i s a		1375
3501	Chakobo	warm (hot weather)	wa?a	waʔa	w a ʔ a		1376
3502	Pakawara	warm (hot weather)	ikini	ikini	i k i n i		1377
3503	Kakataibo	warm (hot weather)	itsis	itsis	i ts i s		1375
3504	Kaxarari	warm (hot weather)	itsisi	itsisi	i ts i s i		1375
3505	Mastanawa	warm (hot weather)	ʂada	ʂada	ʂ a d a		1374
3506	Chaninawa	warm (hot weather)	ʂada	ʂada	ʂ a d a		1374
3507	Sharanawa	warm (hot weather)	ʂada	ʂada	ʂ a d a		1374
3508	Amawaka	warm (hot weather)	it͡sis	it͡sis	i ts i s		1375
3509	Nawa	warm (hot weather)	ʂada	ʂada	ʂ a d a		1374
3510	Marinawa	warm (hot weather)	ʂanda	ʂanda	ʂ a ⁿd a		1374
3511	Yaminawa	warm (hot weather)	ʂadaʔ	ʂadaʔ	ʂ a d a ʔ		1374
3512	Kashinawa_P	warm (hot weather)	kuwaj	kuwa	k u w a		1379
3513	Kashinawa_B	warm (hot weather)	kuĩ	kuĩ	k u ĩ		1380
3514	Araona	warm (hot weather)	a-asho	aasho	aː ʃ o		1335
3515	Araona	warm (hot weather)	ashoda	ashoda	a ʃ o d a		1335
2587	Matses	wash	pan	pan	p a n		1386
2588	Matis	wash	ʃik	ʃik	ʃ i k		1389
2589	Marubo	wash	tʃaka	tʃaka	tʃ a k a		1384
2590	Katukina	wash	txua	txua	ʈʂ u a		1384
2591	Shipibo_Konibo	wash	patsa	patsa	p a ts a		1383
2592	Kapanawa	wash	dapan	dapan	d a p a n		1386
2593	Kapanawa	wash	patsa	patsa	p a ts a		1383
2594	Shanenawa	wash	tʃuka	tʃuka	tʃ u k a		1384
2595	Yawanawa	wash	tʃuka	tʃuka	tʃ u k a		1384
2596	Poyanawa	wash	ʧuki	ʧuki	tʃ u k i		1384
2597	Iskonawa	wash	ʧuka	ʧuka	tʃ u k a		1384
2598	Chakobo	wash	tʃuku	tʃuku	tʃ u k u		1384
2599	Pakawara	wash	aʃi	aʃi	a ʃ i		1383
2600	Kakataibo	wash	tʃuka	tʃuka	tʃ u k a		1384
2601	Kaxarari	wash	palo	palo	p a l o		1386
2602	Mastanawa	wash	patsa	patsa	p a ts a		1383
2603	Chaninawa	wash	pat͡san	pat͡san	p a ts a n		1383
2604	Sharanawa	wash	t͡ʃuka	t͡ʃuka	tʃ u k a		1384
2605	Sharanawa	wash	pat͡san	pat͡san	p a ts a n		1383
2606	Amawaka	wash	pat͡san	pat͡san	p a ts a n		1383
2607	Nawa	wash	patsaj	patsa	p a ts a		1383
2608	Nawa	wash	ʧuka	ʧuka	tʃ u k a		1384
2609	Marinawa	wash	patsaj	patsa	p a ts a		1383
2610	Marinawa	wash	ʧukaj	ʧuka	tʃ u k a		1384
2611	Yaminawa	wash	patsa	patsa	p a ts a		1383
2612	Kashinawa_P	wash	patsa	patsa	p a ts a		1383
2613	Araona	wash	lukua	lukua	l u k u a		1387
1448	Matses	water	akte	akte	a k + t e		1395
1449	Matis	water	waka	waka	w a k a		1391
1450	Marubo	water	waka	waka	w a k a		1391
1451	Katukina	water	waka	waka	w a k a		1391
1452	Kanamari	water	waka	waka	w a k a		1391
1453	Shipibo_Konibo	water	umpaʂ	umpaʂ	u m p a ʂ		1396
1454	Shipibo_Konibo	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		1390
1455	Kapanawa	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		1390
1456	Shanenawa	water	ɨnɨ	ɨnɨ	ɨ n ɨ		1390
1457	Yawanawa	water	βaka	βaka	β a k a		1391
1458	Nukini	water	waka	waka	w a k a		1391
1459	Poyanawa	water	waka	waka	w a k a		1391
1460	Iskonawa	water	ɨpaha	ɨpaha	ɨ p a h a		1394
1461	Chakobo	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		1390
1462	Pakawara	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		1390
1463	Kakataibo	water	onpaʂ	onpaʂ	o n p a ʂ		1392
1464	Kaxarari	water	waka	waka	w a k a		1391
1465	Mastanawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ		1390
1466	Chaninawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ		1390
1467	Sharanawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ		1390
1468	Amawaka	water	hɨndɨ	hɨndɨ	h ɨ ⁿd ɨ		1390
1469	Nawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ		1390
1470	Marinawa	water	ɸaka	ɸaka	ɸ a k a		1391
1471	Yaminawa	water	waʔa	waʔa	w a ʔ a		1391
1472	Kashinawa_P	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		1390
1473	Kashinawa_P	water	umpaʂ	umpaʂ	u m p a ʂ		1392
1474	Kashinawa_B	water	unpaʂ	unpaʂ	u n p a ʂ		1392
1475	Araona	water	ena	ena	e n a		1393
1999	Matses	we	nuki	nuki	n u + k i		1398
2000	Matis	we	nuki	nuki	n u + k i		1398
2001	Marubo	we	nukɨ	nukɨ	n u + k ɨ		1398
2002	Shipibo_Konibo	we	un	nu	n u		1403
2003	Kapanawa	we	nukɨ	nukɨ	n u + k ɨ		1398
2004	Shanenawa	we	nu	nu	n u		1398
2005	Yawanawa	we	nu	nu	n u		1398
2006	Poyanawa	we	nu	nu	n u		1398
2007	Iskonawa	we	nu	nu	n u		1398
2008	Chakobo	we	nu	nu	n u		1398
2009	Pakawara	we	nu	nu	n u		1398
2010	Kakataibo	we	nu	nu	n u		1398
2011	Kaxarari	we	luhu	luhu	l u h u		1400
2012	Mastanawa	we	nu	nu	n u		1398
2013	Sharanawa	we	nu	nu	n u		1398
2014	Amawaka	we	nu	nu	n u		1398
2015	Nawa	we	nu	nu	n u		1398
2016	Marinawa	we	dukuɸu	dukuɸu	d u + k u + ɸ u		1400
2017	Yaminawa	we	duʔu	duʔu	d u ʔ u		1400
2018	Kashinawa_P	we	dasiβi	dasiβi	d a s i β i		1402
2019	Kashinawa_P	we	nu	nu	n u		1398
2020	Kashinawa_B	we	nu	nu	n u		1398
2021	Araona	we	kuada	kuada	k u a d a		1399
2022	Araona	we	kuama	kuama	k u a m a		1399
3829	Matses	wet	tʂuku	tʂuku	ʈʂ u k u		1406
3830	Matis	wet	tʂuβɨd	tʂuβɨd	ʈʂ u β ɨ d		1406
3831	Marubo	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a		1404
3832	Katukina	wet	metxa	metxa	m e ʈʂ a		1404
3833	Shipibo_Konibo	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a		1404
3834	Kapanawa	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a		1404
3835	Shanenawa	wet	mutʃia	mɨtʃa	m ɨ tʃ a		1404
3836	Poyanawa	wet	bɨʃa	bɨʃa	b ɨ ʃ a		1404
3837	Iskonawa	wet	mɨʧa	mɨʧa	m ɨ tʃ a		1404
3838	Chakobo	wet	tʃaaʂa	tʃaʂa	tʃ a ʂ a		1410
3839	Chakobo	wet	musa	mɨsa	m ɨ s a		1404
3840	Kakataibo	wet	tʃaβa	tʃaβa	tʃ a β a		1410
3841	Kaxarari	wet	hɨnla	hɨnla	h ɨ n l a		1411
3842	Mastanawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a		1404
3843	Chaninawa	wet	bɨt͡ʃa	bɨt͡ʃa	b ɨ tʃ a		1404
3844	Sharanawa	wet	bɨt͡ʃa	bɨt͡ʃa	b ɨ tʃ a		1404
3845	Amawaka	wet	mɨt͡ʃa	mɨt͡ʃa	m ɨ tʃ a		1404
3846	Nawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a		1404
3847	Marinawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a		1404
3848	Yaminawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a		1404
3849	Kashinawa_P	wet	ʧajka	ʧajka	tʃ a j k a		1410
3850	Kashinawa_B	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a		1404
3851	Araona	wet	anaja	anaja	a n a j a		1408
2096	Matses	what [interr.]	atotsi	atotsi	a t o + ts i		1415
2097	Matis	what [interr.]	awɨda	awɨda	a w ɨ d a		1412
2098	Marubo	what [interr.]	awɨ	awɨ	a w ɨ		1412
2099	Shipibo_Konibo	what [interr.]	hawɨ	hawɨ	h a w ɨ		1412
2100	Kapanawa	what [interr.]	hawa	hawa	h a w a		1412
2101	Shanenawa	what [interr.]	hawɨ	hawɨ	h a w ɨ		1412
2102	Yawanawa	what [interr.]	awɨ	awɨ	a w ɨ		1412
2103	Iskonawa	what [interr.]	ahuja	ahuja	a h u j a		1417
2104	Iskonawa	what [interr.]	awɨ	awɨ	a w ɨ		1412
2105	Chakobo	what [interr.]	hawɨ	hawɨ	h a w ɨ		1412
2106	Kakataibo	what [interr.]	a ɲu	a ɲu	a + ɲ u		1416
2107	Kaxarari	what [interr.]	hawã	hawã	h a w ã		1412
2108	Mastanawa	what [interr.]	awa	awa	a w a		1412
2109	Chaninawa	what [interr.]	awamɨ	awamɨ	a w a m ɨ		1412
2110	Sharanawa	what [interr.]	awa	awa	a w a		1412
2111	Amawaka	what [interr.]	haɨ	haɨ	h a ɨ		1412
2112	Nawa	what [interr.]	awa	awa	a w a		1412
2113	Marinawa	what [interr.]	awa	awa	a w a		1412
2114	Yaminawa	what [interr.]	awa	awa	a w a		1412
2115	Kashinawa_P	what [interr.]	hawa	hawa	h a w a		1412
2116	Kashinawa_B	what [interr.]	hawa	hawa	h a w a		1412
2117	Araona	what [interr.]	ai	ai	a i		1413
2118	Araona	what [interr.]	kuipa	kuipa	k u i p a		1414
4332	Matis	when [interr.]	miste kuɨnɨʂta	miste kuɨnɨʂta	m i s t e + k u ɨ n ɨ ʂ t a		1424
4333	Marubo	when [interr.]	awɨtian	awɨtian	a w ɨ + t i a n		1420
4334	Shipibo_Konibo	when [interr.]	hawɨtian	hawɨtian	h a w ɨ + t i a n		1420
4335	Kapanawa	when [interr.]	hawɨtian	hawɨtian	h a w ɨ + t i a n		1420
4336	Shanenawa	when [interr.]	hatian	hatian	h a t i a n		1420
4337	Yawanawa	when [interr.]	awɨtian	awɨtian	a w ɨ + t i a n		1420
4338	Nukini	when [interr.]	pãnui	pãnui	p ã n u i		1425
4339	Chakobo	when [interr.]	hɨninu	hɨninu	h ɨ n i n u		1427
4340	Kakataibo	when [interr.]	uisaran	uisaran	u i s a r a n		1423
4341	Kaxarari	when [interr.]	hawɨini	hawɨini	h a w ɨ i n i		1420
4342	Mastanawa	when [interr.]	awɨtja	awɨtia	a w ɨ t i a		1420
4343	Chaninawa	when [interr.]	awɨtian	awɨtian	a w ɨ t i a n		1420
4344	Sharanawa	when [interr.]	awɨtian	awɨtian	a w ɨ t i a n		1420
4345	Amawaka	when [interr.]	kɨt͡satian	kɨt͡satian	k ɨ ts a t i a n		1340
4346	Nawa	when [interr.]	awɨtjan	awɨtjan	a w ɨ t j a n		1420
4347	Marinawa	when [interr.]	awɨtjamɨ	awɨtiamɨ	a w ɨ t i a m ɨ		1420
4348	Yaminawa	when [interr.]	awɨtjan	awɨtian	a w ɨ + t i a n		1420
4349	Kashinawa_P	when [interr.]	hatja	hatia	h a t i a		1420
4350	Kashinawa_B	when [interr.]	hatiamɨ	hatiamɨ	h a t i a m ɨ		1420
4351	Araona	when [interr.]	kuipatsio	kuipatsio	k u i p a ts i o		1426
4309	Matses	where [interr.]	mida	mida	m i d a		1433
4310	Matis	where [interr.]	mida	mida	m i d a		1433
4311	Marubo	where [interr.]	atu	atu	a t u		1436
4312	Katukina	where [interr.]	handu-ra	handura	h a n d u r a		1434
4313	Shipibo_Konibo	where [interr.]	hawɨranu	hawɨranu	h a w ɨ + r a n u		1431
4314	Kapanawa	where [interr.]	hawɨranu	hawɨranu	h a w ɨ + r a n u		1431
4315	Shanenawa	where [interr.]	haki	haki	h a k i		1432
4316	Yawanawa	where [interr.]	anu	anu	a n u		1429
4317	Iskonawa	where [interr.]	uani	uani	u a n i		1429
4318	Chakobo	where [interr.]	hawɨnia	hawɨnia	h a w ɨ n i a		1431
4319	Kakataibo	where [interr.]	uinu	uinu	u i n u		1429
4320	Kaxarari	where [interr.]	haɨnkɨ̃	haɨnkɨ̃	h a ɨ n k ɨ̃		1435
4321	Mastanawa	where [interr.]	ɸajmɨ	ɸajmɨ	ɸ a j m ɨ		1428
4322	Chaninawa	where [interr.]	ɾadi	ɾadi	ɾ a d i		1428
4323	Sharanawa	where [interr.]	ɾadi	ɾadi	ɾ a d i		1428
4324	Amawaka	where [interr.]	ɾaki	ɾaki	ɾ a k i		1428
4325	Nawa	where [interr.]	ɾaki	ɾaki	ɾ a k i		1428
4326	Marinawa	where [interr.]	ɾandimɨ	ɾandimɨ	ɾ a ⁿd i m ɨ		1428
