ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID	AUTOSCAID
3399	Matses	warm (hot weather)	tʃu	tʃu	tʃ u		861	616
3400	Matses	warm (hot weather)	itsis	itsis	i ts i s		858	615
3401	Matis	warm (hot weather)	itis	itis	i t i s		858	615
3402	Marubo	warm (hot weather)	ʂana	ʂana	ʂ a n a		859	616
3403	Katukina	warm (hot weather)	xana	xana	x/ʂ a n a		859	616
3404	Shipibo_Konibo	warm (hot weather)	ʂana	ʂana	ʂ a n a		859	616
3405	Kapanawa	warm (hot weather)	ʂana	ʂana	ʂ a n a		859	616
3406	Arara	warm (hot weather)	ʃada	ʃada	ʃ a d a		859	616
3407	Shanenawa	warm (hot weather)	ʂana	ʂana	ʂ a n a		859	616
3408	Yawanawa	warm (hot weather)	ʂana	ʂana	ʂ a n a		859	616
3409	Poyanawa	warm (hot weather)	ũtisi	ũtisi	ũ t i s i		858	615
3410	Iskonawa	warm (hot weather)	hana	hana	h a n a		859	616
3411	Chakobo	warm (hot weather)	itsisa	itsisa	i ts i s a		858	615
3412	Chakobo	warm (hot weather)	wa?a	waʔa	w a ʔ a		863	618
3413	Pakawara	warm (hot weather)	ikini	ikini	i k i n i		862	616
3414	Kakataibo	warm (hot weather)	itsis	itsis	i ts i s		858	615
3415	Kaxarari	warm (hot weather)	itsisi	itsisi	i ts i s i		858	615
3416	Mastanawa	warm (hot weather)	ʂada	ʂada	ʂ a d a		859	616
3417	Chaninawa	warm (hot weather)	ʂada	ʂada	ʂ a d a		859	616
3418	Sharanawa	warm (hot weather)	ʂada	ʂada	ʂ a d a		859	616
3419	Amawaka	warm (hot weather)	it͡sis	it͡sis	i ts i s		858	615
3420	Nawa	warm (hot weather)	ʂada	ʂada	ʂ a d a		859	616
3421	Marinawa	warm (hot weather)	ʂanda	ʂanda	ʂ a ⁿd a		859	616
3422	Yaminawa	warm (hot weather)	ʂadaʔ	ʂadaʔ	ʂ a d a ʔ		859	616
3423	Kashinawa_P	warm (hot weather)	kuwaj	kuwa	k u w a		860	617
3424	Kashinawa_B	warm (hot weather)	kuĩ	kuĩ	k u ĩ		860	617
2537	Matses	wash	pan	pan	p a n		866	621
2538	Matis	wash	ʃik	ʃik	ʃ i k		867	619
2539	Marubo	wash	tʃaka	tʃaka	tʃ a k a		865	620
2540	Katukina	wash	txua	txua	ʈʂ u a		865	622
2541	Shipibo_Konibo	wash	patsa	patsa	p a ts a		864	619
2542	Kapanawa	wash	dapan	dapan	d a p a n		866	621
2543	Kapanawa	wash	patsa	patsa	p a ts a		864	619
2544	Arara	wash	pãsa	pãsa	p ã s a		864	619
2545	Shanenawa	wash	tʃuka	tʃuka	tʃ u k a		865	620
2546	Yawanawa	wash	tʃuka	tʃuka	tʃ u k a		865	620
2547	Poyanawa	wash	ʧuki	ʧuki	tʃ u k i		865	620
2548	Iskonawa	wash	ʧuka	ʧuka	tʃ u k a		865	620
2549	Chakobo	wash	tʃuku	tʃuku	tʃ u k u		865	620
2550	Pakawara	wash	aʃi	aʃi	a ʃ i		864	619
2551	Kakataibo	wash	tʃuka	tʃuka	tʃ u k a		865	620
2552	Kaxarari	wash	palo	palo	p a l o		866	619
2553	Mastanawa	wash	patsa	patsa	p a ts a		864	619
2554	Chaninawa	wash	pat͡san	pat͡san	p a ts a n		864	619
2555	Sharanawa	wash	t͡ʃuka	t͡ʃuka	tʃ u k a		865	620
2556	Sharanawa	wash	pat͡san	pat͡san	p a ts a n		864	619
2557	Amawaka	wash	pat͡san	pat͡san	p a ts a n		864	619
2558	Nawa	wash	patsaj	patsa	p a ts a		864	619
2559	Nawa	wash	ʧuka	ʧuka	tʃ u k a		865	620
2560	Marinawa	wash	patsaj	patsa	p a ts a		864	619
2561	Marinawa	wash	ʧukaj	ʧuka	tʃ u k a		865	620
2562	Yaminawa	wash	patsa	patsa	p a ts a		864	619
2563	Kashinawa_P	wash	patsa	patsa	p a ts a		864	619
1431	Matses	water	akte	akte	a k t e		872	625
1432	Matis	water	waka	waka	w a k a		869	624
1433	Marubo	water	waka	waka	w a k a		869	624
1434	Katukina	water	waka	waka	w a k a		869	624
1435	Kanamari	water	waka	waka	w a k a		869	624
1436	Shipibo_Konibo	water	umpaʂ	umpaʂ	u m p a ʂ		871	626
1437	Shipibo_Konibo	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		868	623
1438	Kapanawa	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		868	623
1439	Arara	water	βaka	βaka	β a k a		869	624
1440	Shanenawa	water	ɨnɨ	ɨnɨ	ɨ n ɨ		868	623
1441	Yawanawa	water	βaka	βaka	β a k a		869	624
1442	Nukini	water	waka	waka	w a k a		869	624
1443	Poyanawa	water	waka	waka	w a k a		869	624
1444	Iskonawa	water	ɨpaha	ɨpaha	ɨ p a h a		870	626
1445	Chakobo	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		868	623
1446	Pakawara	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		868	623
1447	Kakataibo	water	onpaʂ	onpaʂ	o n p a ʂ		871	626
1448	Kaxarari	water	waka	waka	w a k a		869	624
1449	Mastanawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ		868	625
1450	Chaninawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ		868	625
1451	Sharanawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ		868	625
1452	Amawaka	water	hɨndɨ	hɨndɨ	h ɨ ⁿd ɨ		868	623
1453	Nawa	water	ɨdɨ	ɨdɨ	ɨ d ɨ		868	625
1454	Marinawa	water	ɸaka	ɸaka	ɸ a k a		869	624
1455	Yaminawa	water	waʔa	waʔa	w a ʔ a		869	624
1456	Kashinawa_P	water	hɨnɨ	hɨnɨ	h ɨ n ɨ		868	623
1457	Kashinawa_P	water	umpaʂ	umpaʂ	u m p a ʂ		871	626
1458	Kashinawa_B	water	unpaʂ	unpaʂ	u n p a ʂ		871	626
1975	Matses	we	nuki	nuki	n u k i		873	627
1976	Matis	we	nuki	nuki	n u k i		873	627
1977	Marubo	we	nukɨ	nukɨ	n u k ɨ		873	627
1978	Shipibo_Konibo	we	un	nu	n u		873	627
1979	Kapanawa	we	nukɨ	nukɨ	n u k ɨ		873	627
1980	Arara	we	nɨ	nɨ	n ɨ		873	627
1981	Shanenawa	we	nu	nu	n u		873	627
1982	Yawanawa	we	nu	nu	n u		873	627
1983	Poyanawa	we	nu	nu	n u		873	627
1984	Iskonawa	we	nu	nu	n u		873	627
1985	Chakobo	we	nu	nu	n u		873	627
1986	Pakawara	we	nu	nu	n u		873	627
1987	Kakataibo	we	nu	nu	n u		873	627
1988	Kaxarari	we	luhu	luhu	l u h u		875	628
1989	Mastanawa	we	nu	nu	n u		873	627
1990	Sharanawa	we	nu	nu	n u		873	627
1991	Amawaka	we	nu	nu	n u		873	627
1992	Nawa	we	nu	nu	n u		873	627
1993	Marinawa	we	dukuɸu	dukuɸu	d u k u ɸ u		875	628
1994	Yaminawa	we	duʔu	duʔu	d u ʔ u		875	628
1995	Kashinawa_P	we	dasiβi	dasiβi	d a s i β i		874	628
1996	Kashinawa_P	we	nu	nu	n u		873	627
1997	Kashinawa_B	we	nu	nu	n u		873	627
3732	Matses	wet	tʂuku	tʂuku	ʈʂ u k u		881	630
3733	Matis	wet	tʂuβɨd	tʂuβɨd	ʈʂ u β ɨ d		880	631
3734	Marubo	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a		876	629
3735	Katukina	wet	metxa	metxa	m e ʈʂ a		876	629
3736	Shipibo_Konibo	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a		876	629
3737	Kapanawa	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a		876	629
3738	Arara	wet	bɨtʃa	bɨtʃa	b ɨ tʃ a		876	629
3739	Shanenawa	wet	mutʃia	mɨtʃa	m ɨ tʃ a		876	629
3740	Poyanawa	wet	bɨʃa	bɨʃa	b ɨ ʃ a		876	629
3741	Iskonawa	wet	mɨʧa	mɨʧa	m ɨ tʃ a		876	629
3742	Chakobo	wet	tʃaaʂa	tʃaʂa	tʃ a ʂ a		877	630
3743	Chakobo	wet	musa	mɨsa	m ɨ s a		876	629
3744	Kakataibo	wet	tʃaβa	tʃaβa	tʃ a β a		877	631
3745	Kaxarari	wet	hɨnla	hɨnla	h ɨ n l a		879	632
3746	Mastanawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a		876	629
3747	Chaninawa	wet	bɨt͡ʃa	bɨt͡ʃa	b ɨ tʃ a		876	629
3748	Sharanawa	wet	bɨt͡ʃa	bɨt͡ʃa	b ɨ tʃ a		876	629
3749	Amawaka	wet	mɨt͡ʃa	mɨt͡ʃa	m ɨ tʃ a		876	629
3750	Nawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a		876	629
3751	Marinawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a		876	629
3752	Yaminawa	wet	bɨʧa	bɨʧa	b ɨ tʃ a		876	629
3753	Kashinawa_P	wet	ʧajka	ʧajka	tʃ a j k a		878	630
3754	Kashinawa_B	wet	mɨtʃa	mɨtʃa	m ɨ tʃ a		876	629
2068	Matses	what [interr.]	atotsi	atotsi	a t o ts i		885	636
2069	Matis	what [interr.]	awɨda	awɨda	a w ɨ d a		882	633
2070	Marubo	what [interr.]	awɨ	awɨ	a w ɨ		882	633
2071	Shipibo_Konibo	what [interr.]	hawɨ	hawɨ	h a w ɨ		882	633
2072	Kapanawa	what [interr.]	hawa	hawa	h a w a		882	633
2073	Shanenawa	what [interr.]	hawɨ	hawɨ	h a w ɨ		882	633
2074	Yawanawa	what [interr.]	awɨ	awɨ	a w ɨ		882	633
2075	Iskonawa	what [interr.]	ahuja	ahuja	a h u j a		883	634
2076	Iskonawa	what [interr.]	awɨ	awɨ	a w ɨ		882	633
2077	Chakobo	what [interr.]	hawɨ	hawɨ	h a w ɨ		882	633
2078	Kakataibo	what [interr.]	a ɲu	a ɲu	a ɲ u		884	635
2079	Kaxarari	what [interr.]	hawã	hawã	h a w ã		882	633
2080	Mastanawa	what [interr.]	awa	awa	a w a		882	633
2081	Chaninawa	what [interr.]	awamɨ	awamɨ	a w a m ɨ		882	633
2082	Sharanawa	what [interr.]	awa	awa	a w a		882	633
2083	Amawaka	what [interr.]	haɨ	haɨ	h a ɨ		882	633
2084	Nawa	what [interr.]	awa	awa	a w a		882	633
2085	Marinawa	what [interr.]	awa	awa	a w a		882	633
2086	Yaminawa	what [interr.]	awa	awa	a w a		882	633
2087	Kashinawa_P	what [interr.]	hawa	hawa	h a w a		882	633
2088	Kashinawa_B	what [interr.]	hawa	hawa	h a w a		882	633
4220	Matis	when [interr.]	miste kuɨnɨʂta	miste kuɨnɨʂta	m i s t e k u ɨ n ɨ ʂ t a		889	639
4221	Marubo	when [interr.]	awɨtian	awɨtian	a w ɨ t i a n		886	637
4222	Shipibo_Konibo	when [interr.]	hawɨtian	hawɨtian	h a w ɨ t i a n		886	637
4223	Kapanawa	when [interr.]	hawɨtian	hawɨtian	h a w ɨ t i a n		886	637
4224	Arara	when [interr.]	aũtia	aũtia	a ũ t i a		886	637
4225	Shanenawa	when [interr.]	hatian	hatian	h a t i a n		886	637
4226	Yawanawa	when [interr.]	awɨtian	awɨtian	a w ɨ t i a n		886	637
4227	Nukini	when [interr.]	pãnui	pãnui	p ã n u i		890	640
4228	Chakobo	when [interr.]	hɨninu	hɨninu	h ɨ n i n u		887	637
4229	Kakataibo	when [interr.]	uisaran	uisaran	u i s a r a n		888	638
4230	Kaxarari	when [interr.]	hawɨini	hawɨini	h a w ɨ i n i		886	637
4231	Mastanawa	when [interr.]	awɨtja	awɨtia	a w ɨ t i a		886	637
4232	Chaninawa	when [interr.]	awɨtian	awɨtian	a w ɨ t i a n		886	637
4233	Sharanawa	when [interr.]	awɨtian	awɨtian	a w ɨ t i a n		886	637
4234	Amawaka	when [interr.]	kɨt͡satian	kɨt͡satian	k ɨ ts a t i a n		886	637
4235	Nawa	when [interr.]	awɨtjan	awɨtjan	a w ɨ t j a n		886	637
4236	Marinawa	when [interr.]	awɨtjamɨ	awɨtiamɨ	a w ɨ t i a m ɨ		886	637
4237	Yaminawa	when [interr.]	awɨtjan	awɨtian	a w ɨ t i a n		886	637
4238	Kashinawa_P	when [interr.]	hatja	hatia	h a t i a		886	637
4239	Kashinawa_B	when [interr.]	hatiamɨ	hatiamɨ	h a t i a m ɨ		886	637
4197	Matses	where [interr.]	mida	mida	m i d a		898	641
4198	Matis	where [interr.]	mida	mida	m i d a		898	641
4199	Marubo	where [interr.]	atu	atu	a t u		897	641
4200	Katukina	where [interr.]	handu-ra	handura	h a n d u r a		895	642
4201	Shipibo_Konibo	where [interr.]	hawɨranu	hawɨranu	h a w ɨ r a n u		893	642
4202	Kapanawa	where [interr.]	hawɨranu	hawɨranu	h a w ɨ r a n u		893	642
4203	Arara	where [interr.]	aunĩ	aunĩ	a u n ĩ		892	642
4204	Shanenawa	where [interr.]	haki	haki	h a k i		899	642
4205	Yawanawa	where [interr.]	anu	anu	a n u		894	642
4206	Iskonawa	where [interr.]	uani	uani	u a n i		892	642
4207	Chakobo	where [interr.]	hawɨnia	hawɨnia	h a w ɨ n i a		893	642
4208	Kakataibo	where [interr.]	uinu	uinu	u i n u		894	642
4209	Kaxarari	where [interr.]	haɨnkɨ̃	haɨnkɨ̃	h a ɨ n k ɨ̃		896	642
4210	Mastanawa	where [interr.]	ɸajmɨ	ɸajmɨ	ɸ a j m ɨ		891	643
4211	Chaninawa	where [interr.]	ɾadi	ɾadi	ɾ a d i		891	641
4212	Sharanawa	where [interr.]	ɾadi	ɾadi	ɾ a d i		891	641
4213	Amawaka	where [interr.]	ɾaki	ɾaki	ɾ a k i		891	641
4214	Nawa	where [interr.]	ɾaki	ɾaki	ɾ a k i		891	641
4215	Marinawa	where [interr.]	ɾandimɨ	ɾandimɨ	ɾ a ⁿd i m ɨ		891	641
4216	Marinawa	where [interr.]	ɾadimɨ	ɾadimɨ	ɾ a d i m ɨ		891	641
4217	Yaminawa	where [interr.]	waʔi	waʔi	w a ʔ i		899	644
4218	Kashinawa_P	where [interr.]	hani	hani	h a n i		892	642
4219	Kashinawa_B	where [interr.]	hani	hani	h a n i		892	642
3535	Matses	white	uʂu	uʂu	u ʂ u		900	645
3536	Matis	white	wasa	wasa	w a s a		902	645
3537	Marubo	white	uʂu	uʂu	u ʂ u		900	645
3538	Katukina	white	uxu	uxu	u x/ʂ u		900	645
3539	Shipibo_Konibo	white	huʂu	huʂu	h u ʂ u		900	645
3540	Kapanawa	white	huʂu	huʂu	h u ʂ u		900	645
3541	Arara	white	oʃɨpa	oʃɨpa	o ʃ ɨ p a		900	645
3542	Yawanawa	white	uʃu	uʃu	u ʃ u		900	645
3543	Nukini	white	uhu	uhu	u h u		900	645
3544	Poyanawa	white	uhu	uhu	u h u		900	645
3545	Iskonawa	white	rauh	rauh	r a u h		901	646
3546	Chakobo	white	huʂu	huʂu	h u ʂ u		900	645
3547	Pakawara	white	huʂu	huʂu	h u ʂ u		900	645
3548	Kakataibo	white	uʂu	uʂu	u ʂ u		900	645
3549	Kaxarari	white	wakuʂu	wakuʂu	w a k u ʂ u		900	645
3550	Mastanawa	white	uʂu(pa)	uʂu	u ʂ u		900	645
3551	Chaninawa	white	uʂu	uʂu	u ʂ u		900	645
3552	Sharanawa	white	uʂu	uʂu	u ʂ u		900	645
3553	Amawaka	white	huçu	huçu	h u ç u		900	645
3554	Nawa	white	uʂu	uʂu	u ʂ u		900	645
3555	Marinawa	white	uʂu	uʂu	u ʂ u		900	645
3556	Yaminawa	white	uʂu	uʂu	u ʂ u		900	645
3557	Kashinawa_P	white	huʂu	huʂu	h u ʂ u		900	645
3558	Kashinawa_B	white	huʂupa	huʂupa	h u ʂ u p a		900	645
2046	Matses	who [interr.]	tsutsi	tsutsi	ts u ts i		903	647
2047	Matis	who [interr.]	tsutsi	tsutsi	ts u ts i		903	647
2048	Marubo	who [interr.]	tsua	tsua	ts u a		903	647
2049	Katukina	who [interr.]	txua	txua	ʈʂ u a		903	647
2050	Shipibo_Konibo	who [interr.]	tsu	tsu	ts u a		903	647
2051	Kapanawa	who [interr.]	tsua	tsua	ts u a		903	647
2052	Arara	who [interr.]	tua	tua	t u a		903	647
2053	Shanenawa	who [interr.]	tsua	tsua	ts u a		903	647
2054	Yawanawa	who [interr.]	tsu	tsu	ts u		903	647
2055	Iskonawa	who [interr.]	tsu	tsu	ts u		903	647
2056	Chakobo	who [interr.]	tsuwɨni	tsuwɨni	ts u w ɨ n i		903	648
2057	Kakataibo	who [interr.]	ui	ui	u i		904	647
2058	Kaxarari	who [interr.]	tsuhũ	tsuhũ	ts u h ũ		903	647
2059	Mastanawa	who [interr.]	tsua	tsua	ts u a		903	647
2060	Chaninawa	who [interr.]	t͡suamɨ	t͡suamɨ	ts u a m ɨ		903	647
2061	Sharanawa	who [interr.]	t͡suan	t͡suan	ts u a		903	647
2062	Amawaka	who [interr.]	t͡sua	t͡sua	ts u a		903	647
2063	Nawa	who [interr.]	tsua	tsua	ts u a		903	647
2064	Marinawa	who [interr.]	tsunwa	tsunwa	ts u n w a		903	648
2065	Yaminawa	who [interr.]	tswa	tswa	ts u a		903	647
2066	Kashinawa_P	who [interr.]	tsua	tsua	ts u a		903	647
2067	Kashinawa_B	who [interr.]	tsua	tsua	ts u a		903	647
3880	Matses	wide	nua	nua	n u a		911	653
3881	Matis	wide	noa	noa	n o a		911	653
3882	Marubo	wide	ani	ani	a n i		910	653
3883	Shipibo_Konibo	wide	ani	ani	a n i		910	653
3884	Shipibo_Konibo	wide	naʂβa	naʂβa	n a ʂ β a		907	651
3885	Kapanawa	wide	pɨʂtin	pɨʂtin	p ɨ ʂ t i n		908	650
3886	Kapanawa	wide	naʂβa	naʂβa	n a ʂ β a		907	651
3887	Iskonawa	wide	nahβa	nahβa	n a h β a		907	651
3888	Chakobo	wide	tʃa?ita	tʃaʔita	tʃ a ʔ i t a		905	649
3889	Mastanawa	wide	pɨta	pɨta	p ɨ t a		906	650
3890	Chaninawa	wide	pɨta	pɨta	p ɨ t a		906	650
3891	Sharanawa	wide	aʂɸa	aʂɸa	a ʂ ɸ a		907	651
3892	Amawaka	wide	tuʔa	tuʔa	t u ʔ a		905	649
3893	Nawa	wide	ɨwapa	ɨwapa	ɨ w a p a		909	652
3894	Nawa	wide	aʂpa	aʂpa	a ʂ p a		907	651
3895	Marinawa	wide	aʂɸa	aʂɸa	a ʂ ɸ a		907	651
3896	Yaminawa	wide	pɨta	pɨta	p ɨ t a		906	650
3897	Kashinawa_P	wide	ɨwapa	ɨwapa	ɨ w a p a		909	652
298	Matses	wife	tʃido	tʃido	tʃ i d o		917	659
299	Matis	wife	awin	awin	a w i n		912	654
300	Marubo	wife	ain	ain	a i n		912	654
301	Katukina	wife	ain	ain	a i n		912	654
302	Shipibo_Konibo	wife	awin	awin	a w i n		912	654
303	Kapanawa	wife	awin	awin	a w i n		912	654
304	Kapanawa	wife	ainβu	ainβu	a i n β u		912	654
305	Arara	wife	amĩ	amĩ	a m ĩ		913	655
306	Shanenawa	wife	awin	awin	a w i n		912	654
307	Yawanawa	wife	awin	awin	a w i n		912	654
308	Poyanawa	wife	awĩ	awĩ	a w ĩ		912	654
309	Iskonawa	wife	awĩ	awĩ	a w ĩ		912	654
310	Chakobo	wife	awini	awini	a w i n i		912	654
311	Pakawara	wife	?awini	ʔawini	ʔ a w i n i		912	654
312	Kakataibo	wife	ʂano	ʂano	ʂ a n o		914	656
313	Kaxarari	wife	ɨitahi	ɨitahi	ɨ i t a h i		916	658
314	Mastanawa	wife	ɨnwɨami	ɨnwɨami	ɨ w ɨ n a m i		913	654
315	Chaninawa	wife	ɨwɨami	ɨwɨami	ɨ w ɨ a m i n		913	654
316	Chaninawa	wife	ɨwɨaβi	ɨwɨaβi	ɨ w ɨ a β i n		912	654
317	Sharanawa	wife	awin	awin	a w i n		912	654
318	Amawaka	wife	ain	ain	a i n		912	654
319	Nawa	wife	a:mi	a:mi	aː m i		913	655
320	Marinawa	wife	ami	ami	a m i		913	655
321	Marinawa	wife	pandu	pandu	p a ⁿd u		918	659
322	Yaminawa	wife	awĩ	awĩ	a w ĩ		912	654
323	Kashinawa_P	wife	ajʔ	ajʔ	a j ʔ		915	657
324	Kashinawa_B	wife	aĩ	aĩ	a ĩ		912	654
1682	Matses	wind [breeze]	kunkekid	kunkekid	k u n k e k i d		925	665
1683	Matis	wind [breeze]	kunkekid	kunkekid	k u n k e k i d		925	665
1684	Marubo	wind [breeze]	jɨwɨ	jɨwɨ	j ɨ w ɨ		919	660
1685	Katukina	wind [breeze]	niwi	niwi	n i w i		919	660
1686	Shipibo_Konibo	wind [breeze]	niwɨ	niwɨ	n i w ɨ		919	660
1687	Kapanawa	wind [breeze]	niwɨ	niwɨ	n i w ɨ		919	660
1688	Arara	wind [breeze]	βɨ	βɨ	β ɨ		920	661
1689	Shanenawa	wind [breeze]	niɸu	niɸu	n i ɸ ɨ		919	660
1690	Yawanawa	wind [breeze]	nɨwɨ	nɨwɨ	n ɨ w ɨ		919	660
1691	Nukini	wind [breeze]	nasi	nasi	n a s i		926	660
1692	Iskonawa	wind [breeze]	niwɨ	niwɨ	n i w ɨ		919	660
1693	Chakobo	wind [breeze]	yuʃini	yuʃini	j u ʃ i n i		921	662
1694	Pakawara	wind [breeze]	huexna	huexna	h u e x/ʂ n a		927	666
1695	Kakataibo	wind [breeze]	suɲu	suɲu	s u ɲ u		922	662
1696	Kaxarari	wind [breeze]	wɨhɨta	wɨhɨta	w ɨ h ɨ t a		923	663
1697	Mastanawa	wind [breeze]	kũĩ	kũĩ	k ũ ĩ		924	664
1698	Chaninawa	wind [breeze]	ɸɨ	ɸɨ	ɸ ɨ		920	661
1699	Sharanawa	wind [breeze]	diwɨ	diwɨ	d i w ɨ		919	660
1700	Amawaka	wind [breeze]	nijɨ	nijɨ	n i j ɨ		919	660
1701	Nawa	wind [breeze]	dɨwɨ	dɨwɨ	d ɨ w ɨ		919	660
1702	Marinawa	wind [breeze]	diwɨ	diwɨ	d i w ɨ		919	660
1703	Yaminawa	wind [breeze]	dɨwɨ	dɨwɨ	d ɨ w ɨ		919	660
1704	Kashinawa_P	wind [breeze]	niwɨʔ	niwɨʔ	n i w ɨ ʔ		919	660
1705	Kashinawa_B	wind [breeze]	niwɨ	niwɨ	n i w ɨ		919	660
848	Matses	wing	podo	podo	p o d o		928	667
849	Matis	wing	pɨi	pɨi	p ɨ i		928	667
850	Marubo	wing	pɨi	pɨi	p ɨ i		928	667
851	Shipibo_Konibo	wing	pɨtʃi	pɨtʃi	p ɨ tʃ i		928	667
852	Kapanawa	wing	pɨi	pɨi	p ɨ i		928	667
853	Arara	wing	pɨtaw	pɨtaw	p ɨ t a w		929	667
854	Shanenawa	wing	pɨj	pɨj	p ɨ j/i		928	667
855	Yawanawa	wing	pɨj	pɨj	p ɨ j/i		928	667
856	Iskonawa	wing	pɨi	pɨi	p ɨ i		928	667
857	Chakobo	wing	pɨ?i	pɨʔi	p ɨ ʔ i		928	667
858	Kakataibo	wing	pɨi	pɨi	p ɨ i		928	667
859	Kaxarari	wing	patsasi	patsasi	p a ts a s i		930	667
860	Mastanawa	wing	ampɨj	ampɨj	a m p ɨ j/i		928	667
861	Chaninawa	wing	pɨtau	pɨtau	p ɨ t a u		929	667
862	Sharanawa	wing	dujati	dujati	d u j a t i		931	668
863	Amawaka	wing	pɨʔi	pɨʔi	p ɨ ʔ i		928	667
864	Nawa	wing	pɨtaw	pɨtaw	p ɨ t a w		929	667
865	Marinawa	wing	pɨtaw	pɨtaw	p ɨ t a w		929	667
866	Yaminawa	wing	pɨta	pɨta	p ɨ t a		929	667
867	Kashinawa_P	wing	pɨj	pɨj	p ɨ j/i		928	667
868	Kashinawa_B	wing	pɨi	pɨi	p ɨ i		928	667
2564	Matses	wipe	uk	uk	u k		939	671
2565	Matis	wipe	uk	uk	u k		939	671
2566	Marubo	wipe	tuʃku	tuʃku	t u ʃ k u		934	671
2567	Katukina	wipe	matxi	matxi	m a ʈʂ i		932	669
2568	Katukina	wipe	rini	rini	r i n i		941	670
2569	Shipibo_Konibo	wipe	sua	sua	s u a		935	670
2570	Kapanawa	wipe	wasa	wasa	w a s a		937	669
2571	Kapanawa	wipe	sua	sua	s u a		935	670
2572	Iskonawa	wipe	sua	sua	s u a		935	670
2573	Chakobo	wipe	sinu	sinu	s i n u		933	670
2574	Chakobo	wipe	masa	masa	m a s a		932	669
2575	Kakataibo	wipe	tɨrɨn	tɨrɨn	t ɨ r ɨ n		936	670
2576	Mastanawa	wipe	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a		936	670
2577	Chaninawa	wipe	t͡ʃuka	t͡ʃuka	tʃ u k a		934	671
2578	Sharanawa	wipe	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a		936	670
2579	Amawaka	wipe	mat͡su	mat͡su	m a ts u		932	669
2580	Nawa	wipe	ʂaɾa	ʂaɾa	ʂ a ɾ a		940	670
2581	Marinawa	wipe	tɨɾɨaki	tɨɾɨaki	t ɨ ɾ ɨ a k i		936	671
2582	Yaminawa	wipe	ʃaɾawa	ʃaɾawa	ʃ a ɾ a w a		940	670
2583	Kashinawa_P	wipe	jinkɨwa	jinkɨwa	j i n k ɨ w a		938	672
398	Matses	woman	tʃido	tʃido	tʃ i d o		948	673
399	Matis	woman	tʃidaβo	tʃidaβo	tʃ i d o β o		948	673
400	Marubo	woman	ainβu	ainβu	a i n β u		943	674
401	Katukina	woman	ayβu	ayβu	a j β u		946	674
402	Kanamari	woman	oĩβo	oĩβo	a ĩ β o		943	674
403	Shipibo_Konibo	woman	ainβu	ainβu	a i n β u		943	674
404	Kapanawa	woman	aiβu	aiβu	a i β u		943	674
405	Arara	woman	aĩhu	aĩhu	a ĩ h u		943	674
406	Shanenawa	woman	awin	awin	a w i n		945	676
407	Yawanawa	woman	awin	awin	a w i n		945	676
408	Nukini	woman	ainβu	ainβu	a i n β u		943	674
409	Poyanawa	woman	awĩ	awĩ	a w ĩ		945	676
410	Iskonawa	woman	awĩ	awĩ	a w ĩ		945	676
411	Chakobo	woman	yuʂa	yuʂa	j u ʂ a		944	675
412	Pakawara	woman	yuʂa	yuʂa	j u ʂ a		944	675
413	Kakataibo	woman	ʂano	ʂano	ʂ a n u		942	673
414	Kaxarari	woman	ʂãpɨ	ʂãpɨ	ʂ ã p ɨ		947	673
415	Mastanawa	woman	ajnɸu	ajnɸu	a j n ɸ u		943	674
416	Chaninawa	woman	aĩɸu	aĩɸu	a ĩ ɸ u		943	674
417	Sharanawa	woman	ainɸu	ainɸu	a i n ɸ u		943	674
418	Amawaka	woman	andu	xandu	ç a ⁿd u		942	673
419	Nawa	woman	ajnɸu	ajnɸu	a j n ɸ u		943	674
420	Marinawa	woman	ajnɸu	ajnɸu	a j n ɸ u		943	674
421	Yaminawa	woman	kɨɾu	kɨɾu	k ɨ ɾ u		949	677
422	Kashinawa_P	woman	ajnβu	ajnβu	a j n β u		943	674
423	Kashinawa_B	woman	ainβu	ainβu	a i n β u		943	674
1279	Matses	woods (forest)	nimɨduk	nimɨduk	n i m ɨ d u k		952	680
1280	Matis	woods (forest)	ni	ni	n i		950	678
1281	Marubo	woods (forest)	ni	ni	n i		950	678
1282	Katukina	woods (forest)	nii	nii	n iː		950	678
1283	Shipibo_Konibo	woods (forest)	ni	ni	n i		950	678
1284	Kapanawa	woods (forest)	ni	ni	n i		950	678
1285	Arara	woods (forest)	di	di	d i		950	679
1286	Shanenawa	woods (forest)	ni	ni	n i		950	678
1287	Yawanawa	woods (forest)	ni	ni	n i		950	678
